MAE;RMSE;R2;Spearman;CV_MAE_mean;CV_RMSE_mean;CV_R2_mean
7.575207152546129;12.008629772587229;0.9564898877529464;0.9776429804865115;7.25591136157186;12.309162067627103;0.9541961980510788
