Date,y_true,y_pred
2023-03-05,135.0,128.51711201935586
2023-03-05,41.0,31.177666414987733
2023-03-05,108.0,111.76308541472686
2023-03-05,98.0,99.05638515344877
2023-03-05,40.0,51.55014903759364
2023-03-05,103.0,97.29095187018979
2023-03-05,114.0,110.89020375989587
2023-03-05,128.0,126.4651370240795
2023-03-05,93.0,89.16018585271927
2023-03-05,162.0,158.1547420050933
2023-03-05,160.0,158.5864531340994
2023-03-05,131.0,155.934936509027
2023-03-05,77.0,70.0192367998452
2023-03-05,104.0,96.56087993247013
2023-03-05,15.0,22.647850091477903
2023-03-05,54.0,62.38748637811065
2023-03-05,123.0,124.80228701350927
2023-03-05,159.0,149.6143330163364
2023-03-05,192.0,191.5095594425056
2023-03-05,176.0,165.36051811331166
2023-03-05,62.0,59.35643670089168
2023-03-05,25.0,44.20154415166176
2023-03-05,121.0,107.06663332599763
2023-03-05,146.0,146.4394345198389
2023-03-05,157.0,143.33054666538223
2023-03-05,188.0,183.3448100623383
2023-03-05,177.0,173.38453003987692
2023-03-05,58.0,54.681284951824615
2023-03-05,96.0,93.56414248516029
2023-03-05,52.0,49.90323309484975
2023-03-05,75.0,71.46608478110802
2023-03-05,147.0,143.80934237126277
2023-03-05,195.0,191.3352402215234
2023-03-05,193.0,189.41596431261237
2023-03-05,14.0,10.8696338418298
2023-03-05,161.0,156.91104572908628
2023-03-05,119.0,114.4361266589592
2023-03-05,0.0,15.172262825878642
2023-03-05,7.0,16.034663066067374
2023-03-05,61.0,68.10772223923968
2023-03-05,198.0,188.42950992726523
2023-03-05,127.0,106.35597901690765
2023-03-05,143.0,137.5525551783939
2023-03-05,199.0,195.56206262935316
2023-03-05,107.0,109.40930416979914
2023-03-05,171.0,160.68250831387599
2023-03-05,154.0,145.21782437169222
2023-03-05,163.0,159.33413497629292
2023-03-05,137.0,137.03838152846998
2023-03-05,175.0,175.57445292476598
2023-03-05,67.0,59.3935787559847
2023-03-05,169.0,167.00483327752826
2023-03-05,45.0,46.0301022845702
2023-03-05,139.0,146.96344291297208
2023-03-05,173.0,168.93726269514366
2023-03-05,85.0,79.07323572197646
2023-03-05,140.0,147.37824645537557
2023-03-05,111.0,118.59004164699701
2023-03-05,165.0,162.09362380132353
2023-03-05,49.0,35.228031394571914
2023-03-05,81.0,97.88433711502205
2023-03-05,74.0,69.49290605834662
2023-03-05,94.0,93.61275914157356
2023-03-05,80.0,88.3708115913724
2023-03-05,117.0,106.9480623589133
2023-03-05,112.0,110.2597810872792
2023-03-05,136.0,92.85069074128572
2023-03-05,148.0,155.27813595105124
2023-03-05,35.0,29.627685767533755
2023-03-05,122.0,115.37108921626435
2023-03-05,200.0,190.4884929522364
2023-03-05,125.0,123.10849292336916
2023-03-05,182.0,178.69154107837338
2023-03-05,151.0,148.21678656331235
2023-03-05,120.0,91.01245187999847
2023-03-05,152.0,161.73979853931584
2023-03-05,68.0,66.38251136200394
2023-03-05,156.0,149.91923593156926
2023-03-05,105.0,97.25746197070434
2023-03-05,97.0,98.91725997698897
2023-03-05,184.0,179.31027972998203
2023-03-05,88.0,82.26620055541632
2023-03-05,63.0,53.030191690366735
2023-03-05,181.0,183.21526841551486
2023-03-05,90.0,90.7337139570654
2023-03-05,174.0,175.4553814276062
2023-03-05,33.0,28.000154783184
2023-03-05,116.0,102.34342517502445
2023-03-05,48.0,54.4143984737153
2023-03-05,190.0,187.52843825880143
2023-03-05,64.0,72.90964953318326
2023-03-05,17.0,29.090764982601357
2023-03-05,180.0,177.16200484319245
2023-03-05,113.0,101.74734041621532
2023-03-05,72.0,56.536259979771174
2023-03-05,138.0,134.4370944046586
2023-03-05,196.0,193.78088038837146
2023-03-05,141.0,135.21273689172037
2023-03-05,32.0,49.592431350347184
2023-03-05,44.0,45.45277140129172
2023-03-05,115.0,103.06324853756027
2023-03-05,189.0,184.54263522884142
2023-03-05,56.0,42.294368762496035
2023-03-05,191.0,187.2438137868672
2023-03-05,83.0,70.36452417313635
2023-03-05,69.0,47.36472713192072
2023-03-05,55.0,47.56327577461573
2023-03-05,89.0,79.24865473722029
2023-03-05,26.0,38.1962314641234
2023-03-05,134.0,124.65304680486321
2023-03-05,166.0,167.024617247681
2023-03-05,155.0,151.17962032009513
2023-03-05,118.0,135.25140896421138
2023-03-05,178.0,185.54853659939738
2023-03-05,95.0,92.20857205124526
2023-03-05,91.0,82.87763929858887
2023-03-05,70.0,67.97355689696857
2023-03-05,142.0,136.07657205229955
2023-03-05,36.0,17.722243839051206
2023-03-05,179.0,179.97079661037023
2023-03-05,92.0,89.09433088367595
2023-03-05,79.0,72.24246887689515
2023-03-05,144.0,130.4586178145748
2023-03-05,51.0,39.904939461742686
2023-03-05,145.0,139.60139191485163
