iteration;train_RMSE;val_RMSE
0;54.889666270332874;54.93510913655989
1;52.3262873833271;52.38620910607259
2;49.89976936609283;49.97507740373837
3;47.60039616839476;47.69318272387765
4;45.421930712075984;45.53250879954001
5;43.36394142547086;43.493653434282805
6;41.40741327581379;41.55731375144392
7;39.55270033733758;39.72336719727492
8;37.80625142216467;38.00020561033655
9;36.14924303138158;36.3646721604866
10;34.58724276427405;34.83036658759356
11;33.106969081090845;33.37551460082346
12;31.713082665103272;32.00767521954512
13;30.400033133534208;30.724762933127767
14;29.160771100109258;29.51512885002431
15;27.98631509440524;28.369426547010644
16;26.88732117193931;27.303003293618094
17;25.850561515950726;26.300785826664267
18;24.87740811117792;25.35964647940601
19;23.962126790688792;24.4792674214677
20;23.104256996803013;23.654344395326866
21;22.293983009507006;22.879567208142525
22;21.539685335961607;22.160495133210063
23;20.835579638929808;21.49360492204614
24;20.174278498145835;20.869880338123806
25;19.559880942340882;20.29154451397624
26;18.98209169313155;19.749719054285357
27;18.44899939060367;19.25226084531466
28;17.94737983411751;18.786591818812745
29;17.48364374635735;18.356860338414457
30;17.05261189145692;17.96014224085903
31;16.652154450851196;17.594480013593305
32;16.27857951692955;17.25261165660936
33;15.936800220215945;16.94283881403874
34;15.620559154678746;16.65751865972581
35;15.33014985056499;16.398532296030325
36;15.057691092080535;16.15667940256821
37;14.805726750170038;15.932667825830363
38;14.574143742856291;15.727210564879606
39;14.359596791102671;15.538090701036825
40;14.162856546587705;15.364981470177856
41;13.986231162514406;15.212373040422468
42;13.82169764485002;15.069681883558259
43;13.668669755064913;14.936367053920497
44;13.527700094554145;14.815710490767858
45;13.400160414407265;14.707296769604305
46;13.280904858976239;14.607520292326926
47;13.172601453399748;14.515507058674478
48;13.074751208156938;14.433332798685207
49;12.9822006468304;14.35603438604929
50;12.897516067002341;14.287025386631237
51;12.821399792276814;14.224585192746154
52;12.749583163510705;14.16424732922166
53;12.685010796544999;14.111254430389803
54;12.623203668381077;14.062198649892865
55;12.56834693473161;14.017819692771333
56;12.51657214904253;13.97623421775775
57;12.470140810727296;13.938703916569883
58;12.42678349218407;13.904820484816682
59;12.387345636928037;13.87527419660193
60;12.349918435078811;13.845720133155433
61;12.317702949831942;13.822976199884433
62;12.286402593255517;13.800340462275358
63;12.256083612665087;13.777684117439783
64;12.230175570964787;13.75797601236706
65;12.205305304883574;13.73869651608445
66;12.181957617085802;13.72144380870901
67;12.161755243493015;13.707769755091254
68;12.140376829232688;13.692220112904037
69;12.120016762186536;13.676982276534345
70;12.101604849145492;13.663489451178075
71;12.084726110603407;13.652149690522698
72;12.070173136921534;13.641533209662885
73;12.054754841197006;13.633682826409393
74;12.041884224720643;13.624283224927344
75;12.029692411599436;13.616458549643474
76;12.019000543602484;13.608479125276254
77;12.007748678631945;13.601149272655443
78;11.996110029335098;13.595048546047448
79;11.985633460656814;13.587618973953445
80;11.975831969136754;13.581451192847581
81;11.966443749355882;13.575083710344085
82;11.956987016318212;13.568477098622322
83;11.94905076501482;13.563570663566894
84;11.940477430539735;13.558316612840587
85;11.933008415787127;13.5547612348497
86;11.924978722437555;13.550699151729603
