iteration;train_RMSE;val_RMSE
144;17.3111788244429;19.624898984683718
145;17.30580503552862;19.624013348689104
146;17.30008155221888;19.621801510547105
147;17.295487452553807;19.62057779466558
148;17.288950227096734;19.6196871096328
149;17.2836344235852;19.6157968660748
150;17.27866116136236;19.614929025956233
151;17.27301996261483;19.612866689594863
152;17.269391716818074;19.61047087828814
153;17.26651467819843;19.61067787531077
154;17.26126185040443;19.607656473219635
155;17.256719348055892;19.607365660713963
156;17.252005751380626;19.60725152018025
157;17.246881029004303;19.604133040871176
158;17.241918031873002;19.603380669896506
159;17.236296117199736;19.601613486490056
160;17.232055910696072;19.599755039288482
161;17.228559687852613;19.599032869616632
162;17.22347652456337;19.597926786932938
163;17.219856274883377;19.596541210331445
164;17.211931711183013;19.59541676204379
165;17.206985691852186;19.59261295381458
166;17.202327976968775;19.592268449590247
167;17.1980615525269;19.592126271477824
168;17.193832226093445;19.59107813175807
169;17.188277077919082;19.58892091412585
170;17.18352069080575;19.586043849160916
171;17.17909622292434;19.586473551740713
172;17.175092033456014;19.58475103787539
173;17.170085483455605;19.58130920319035
174;17.16630295273842;19.58326301402944
175;17.16089304636573;19.582396771610828
176;17.157896056551255;19.582698897002487
177;17.153243518660094;19.581922601637828
178;17.147919585726434;19.58011578722727
179;17.14480861722663;19.579355197381773
180;17.139757413927963;19.57671387896211
181;17.13401613598101;19.575704441251162
182;17.13018178298772;19.573301648470743
183;17.125500707806346;19.572602222837908
184;17.121529718155646;19.572375360286262
185;17.11700020730022;19.572175256818173
186;17.11268592060343;19.572072467311237
187;17.108082939312396;19.57178660016368
188;17.103350651875914;19.57132008034097
189;17.099722296737955;19.57229081834112
190;17.09720600361845;19.571670427427545
191;17.090733480629684;19.569903422006693
192;17.086820674512058;19.568395410653096
193;17.083701057395213;19.567844248824645
194;17.080976113315792;19.5670916992724
195;17.076544905530863;19.565229364505548
196;17.071329700392635;19.56390718783121
197;17.065355201717523;19.558546984739902
198;17.061119027453906;19.55759443346263
199;17.056165878233834;19.55391404546427
200;17.050966160486954;19.554762678006906
201;17.045685397164316;19.554080852760272
202;17.041638063280363;19.551526231768307
203;17.03586433917535;19.550715209831637
204;17.031855054876427;19.549320806684474
205;17.02493256286269;19.548107777727076
206;17.021852578565213;19.547120613771217
207;17.01645147056149;19.54504685901542
208;17.01133043047178;19.545730826529987
209;17.00577975603129;19.543907266032427
210;17.00113040308611;19.54353510235388
211;16.997691266926548;19.5451010656846
212;16.992665453243397;19.544984125266783
213;16.986255882522343;19.54748722828962
214;16.982224293654088;19.54620465641973
215;16.97869656924003;19.545559075584485
216;16.97515439784514;19.5442501863563
217;16.970741699556;19.54264943393722
218;16.965440331106883;19.539241611784167
219;16.961765631177208;19.536961682104284
220;16.957193445084396;19.534383493460876
221;16.95270553914294;19.532086541058476
222;16.94914732259894;19.529675943666977
223;16.946200304114374;19.529413838026773
224;16.941825034469908;19.529284002999834
225;16.93736929177564;19.528623232961973
226;16.93241868842449;19.52760094596424
227;16.929881279081805;19.528142270969138
228;16.92492723504489;19.52650300986573
229;16.920504564871543;19.52428866108922
230;16.915722303383813;19.523894783099696
231;16.911924802764773;19.523710035732304
232;16.908033826341356;19.52193198159165
233;16.903909715528943;19.522567367955237
234;16.89891111376155;19.520981912346297
235;16.8950572243113;19.519029795702345
236;16.889606170914707;19.516679800584694
237;16.884712380204046;19.51504262664022
238;16.879541968881043;19.514037319138716
239;16.87601660672494;19.51280074428202
240;16.873173461035456;19.513157022528617
241;16.869417190675403;19.513472420958998
242;16.86607102865709;19.512734246423147
243;16.860660811310485;19.51177579798221
244;16.856889825839133;19.51119192057269
245;16.853359097477778;19.511363363922893
246;16.848622465696547;19.50896485048966
247;16.84464839476146;19.508796437042957
248;16.839917481612993;19.508743349894253
249;16.836209728366388;19.50835770098331
250;16.834077086172577;19.507765788299295
251;16.830501334412237;19.507391714630213
252;16.82659970485252;19.506675889716924
253;16.822551240194194;19.506746680051812
254;16.815214728666884;19.506770480192905
255;16.8101670918735;19.50648365604599
256;16.80505119435862;19.50622245932401
257;16.80144848173754;19.505559687458682
258;16.79685281573048;19.50237489490942
259;16.793568437021005;19.502031238257725
260;16.79117452481927;19.501558166353547
261;16.787908574839115;19.498713999295017
262;16.784902986566678;19.49853572903363
263;16.781104888057016;19.49978541807289
264;16.776571768880242;19.498639516712803
265;16.7727907101754;19.49827992057143
266;16.76867056844688;19.501570985227378
267;16.762870368658284;19.50135855708816
268;16.75955091847261;19.50064861522448
269;16.75726075855182;19.49885930056273
270;16.75281214246236;19.49849543484461
271;16.750584232796015;19.498037540483367
272;16.745800837641475;19.49785926403707
273;16.74132073348237;19.49722429358898
274;16.73796413571048;19.497784778189722
275;16.733898653697416;19.49838126752351
276;16.73123816841583;19.49869873649397
277;16.72718433625184;19.500285393356705
278;16.722482836537708;19.500137660846455
279;16.718795242497027;19.499424622084437
280;16.715321439364057;19.49919080318343
281;16.710247427428563;19.49719498676137
282;16.707317804151973;19.49618326363998
283;16.70485325497594;19.496076409913158
284;16.701930288188464;19.494436895017422
285;16.69982041692647;19.494038749922666
286;16.69542367852196;19.49383417834498
287;16.692999844241573;19.492413109953894
288;16.68806234838109;19.4910444626998
289;16.683288300398466;19.490066013383274
290;16.679824865507815;19.48895252472354
291;16.67625093788885;19.4902138222349
292;16.672057432753864;19.487486507365286
293;16.668463429728906;19.486941609467497
294;16.66390665347185;19.484693439089913
295;16.660087322188712;19.485224959303913
296;16.656411961032653;19.483857640048818
297;16.651489035113084;19.484207115939117
298;16.648280217002256;19.483417731415436
299;16.64420681551705;19.483514267771756
