Artist;Degree_Centrality;Betweenness_Centrality;Closeness_Centrality;Eigenvector_Centrality
Finneas O'Connell;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
4*TOWN (From Disney and Pixar's Turning Red);0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
Mc Zaac;0.003205128205128205;0.0002565255068339587;0.185723459642106;0.016443595817430837
SRNO;0.003205128205128205;0.0027976513544185127;0.10547258201897378;1.0558873094125166e-06
Felix Jaehn;0.003205128205128205;4.934129372872157e-06;0.003205128205128205;1.522704078810465e-16
Neo Beats;0.003205128205128205;7.4011940593082346e-06;0.0032967032967032967;1.7469476311238453e-16
Adassa;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13
Carolina Gaitán - La Gaita;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13
Liam Payne;0.003205128205128205;0.004322151242296732;0.1888555325713484;0.012341753515023509
Mauro Castillo;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13
MERO;0.003205128205128205;0.001894655839492273;0.11862268493030016;7.020139315875648e-06
Rhenzy Feliz;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13
Digital Farm Animals;0.003205128205128205;0.0006636892665101063;0.15255855613458705;0.000901273378751431
Travis Barker;0.003205128205128205;0.001956754172780598;0.17840647511799287;0.013724880176646964
Guilherme & Benuto;0.003205128205128205;0.0003910189838669762;0.1121529404416128;2.2180047114765202e-05
Os Barões Da Pisadinha;0.003205128205128205;0.0009719138391364174;0.13185331375068846;0.00021500902912824382
Booba;0.003205128205128205;0.0030050947190381435;0.1121529404416128;4.298745047047606e-06
Vishal-Shekhar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13
Vishal Dadlani;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13
Sukriti Kakar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13
Shekhar Ravjiani;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13
Kumaar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13
Rusherking;0.003205128205128205;0.0;0.15306576965701457;0.008367783979331371
blackbear;0.003205128205128205;0.0020795035458380587;0.14999060215802298;0.0002341195408552871
Marília Mendonça;0.003205128205128205;0.004275437786502467;0.15860250276039747;0.003310145805337001
Lil Duke;0.003205128205128205;5.2352123859756384e-05;0.16846881010837098;0.0017328329096942586
Topher Ngo;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
Guaya;0.003205128205128205;8.15564275345922e-05;0.16805882719997503;0.04278914382270118
Grayson Villanueva;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
Jordan Fisher;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
Josh Levi;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13
KEVVO;0.003205128205128205;0.0;0.1631616611386251;0.0275238278583146
Jowell & Randy;0.003205128205128205;0.0005814631381718072;0.18643376308730641;0.030498429426000343
Capo Plaza;0.002564102564102564;0.0;0.11364482678594033;1.787651722915302e-05
Lennon Stella;0.002564102564102564;0.0008278542726233621;0.15547806321258478;0.0008072139137995979
PARTYNEXTDOOR;0.002564102564102564;0.0002550302378067114;0.1674475807078353;0.001555885818678602
Dylan;0.002564102564102564;0.0;0.11364482678594033;1.787651722915302e-05
Los Legendarios;0.002564102564102564;0.0;0.16898411030242186;0.03408644236906887
Megan Thee Stallion;0.002564102564102564;0.0019932991665196696;0.17093607197258184;0.0020115982122547267
G Herbo;0.002564102564102564;0.00014652166939929643;0.1716441750047798;0.002070374037926065
Alex Rose;0.002564102564102564;3.6156465805630064e-06;0.16358035470254184;0.02525062697346607
DJ Ivis;0.002564102564102564;0.0008298725898148395;0.1318113690031934;0.00020523107608419838
Alessia Cara;0.002564102564102564;0.0016822240954881683;0.16465290620367115;0.0012960489813269001
TATOOL;0.002564102564102564;0.00027025310149447437;0.14646484215678277;0.003027362579589605
Mark Morrison;0.002564102564102564;0.0005201548425061525;0.15472331533291203;0.0004446107088838233
Noriel;0.002564102564102564;2.6165621381976192e-05;0.16201330927137378;0.024855313901729674
PEDRO SAMPAIO;0.002564102564102564;0.013967917194344273;0.15902860812187236;0.003301869550259516
SAINt JHN;0.002564102564102564;0.0008381800694535022;0.14974667092935975;0.00027577438997149906
Riton;0.002564102564102564;2.4670646864360785e-06;0.002564102564102564;5.191897235292594e-17
NEIKED;0.002564102564102564;0.0018675679676321113;0.13560760545296627;6.90939891459169e-05
KitschKrieg;0.002564102564102564;9.759569726872276e-05;0.12278827632583744;1.346003804371892e-05
Murda Beatz;0.002564102564102564;0.0003277767187485292;0.16613834741841957;0.002138242366242049
Jaira Burns;0.002564102564102564;0.0;0.11251840827197243;4.9956569616164e-06
P!nk;0.002564102564102564;0.0018675679676321113;0.1473502981726666;0.001122894491959007
SUGA;0.002564102564102564;0.0010690595670007257;0.1661050464868865;0.0013055517344958611
Milly;0.002564102564102564;0.0;0.16081856722745524;0.01839960878402887
Rita Ora;0.002564102564102564;0.000676491779116385;0.16329026146267525;0.0035344838366675826
Piso 21;0.002564102564102564;0.005592445821462953;0.15976442585754327;0.008286482633431813
NAV;0.002564102564102564;4.3327003171556564e-05;0.15739754547446855;0.0007262421348635056
iann dior;0.002564102564102564;0.001028485632418327;0.15820887302846065;0.0011796645820237603
Tainy;0.002564102564102564;0.00011131180373959492;0.1734766750937988;0.025089705359760968
Cali Y El Dandee;0.002564102564102564;0.0018725829207006715;0.14364674586983478;0.007461166809937382
Saweetie;0.002564102564102564;0.0005756947486860454;0.15191532115913417;0.0003302045149377766
Ninho;0.002564102564102564;0.000951327554919601;0.10983407248814801;4.658211567535536e-06
Grey;0.002564102564102564;0.0009437069840681622;0.1295043095676007;5.3055674815478114e-05
Maren Morris;0.002564102564102564;0.0010759515768614687;0.13187429613670862;5.922017534202374e-05
MC Kevin o Chris;0.002564102564102564;0.0009341951612637949;0.11096653413538791;2.0054304374501838e-05
Dreamville;0.002564102564102564;0.0;0.13547459161730863;6.657037051648308e-05
V;0.002564102564102564;5.2317215452053693e-05;0.17136023096010689;0.002364475096453036
tha Supreme;0.002564102564102564;0.0004717575917062768;0.11381651928623499;9.354167533034182e-06
Victor Cardes;0.002564102564102564;0.0018667456127366326;0.16060040250447224;0.010558700003301072
KC Rebell;0.002564102564102564;2.3593753548852975e-05;0.12300698781699228;2.8914762663307397e-05
Becky Hill;0.002564102564102564;0.003688005552783582;0.15781719232966615;0.0029071360752352072
bj wnjn;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07
Omega Sapien;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07
Mudd the student;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07
Balming Tiger;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07
Kenny Mason;0.002564102564102564;0.0;0.13547459161730863;6.657037051648308e-05
Daniel Caesar;0.002564102564102564;0.0018675679676321113;0.15556562360110324;0.0010790773079838358
Dr. Dre;0.002564102564102564;0.0018667456127366326;0.14427194932504822;0.00016624586076137462
L7NNON;0.002564102564102564;8.223548954786928e-07;0.002564102564102564;1.8046967278003836e-16
DJ Biel do Furduncinho;0.002564102564102564;8.223548954786928e-07;0.002564102564102564;1.8046967278003836e-16
Felipe Origil;0.002564102564102564;0.0013951250801796022;0.13075072213996164;0.00018259154539367704
Lunay;0.002564102564102564;0.0;0.14819350445691648;0.013910956685464467
PnB Rock;0.002564102564102564;0.0005658581950137841;0.1596105695152305;0.0007146646540730689
WILLOW;0.002564102564102564;0.0019146444583834925;0.15778714335930633;0.0014453362400070485
Lazza;0.002564102564102564;0.010517987642747103;0.13411524145057077;0.00014780546879624478
Alesso;0.002564102564102564;0.0026464130813618893;0.17475708075138693;0.004398455983874251
Lexie Liu;0.002564102564102564;0.0;0.11251840827197243;4.9956569616164e-06
Alok;0.002564102564102564;0.0018667456127366322;0.09720798556282426;5.967469946664727e-07
Fedez;0.002564102564102564;0.002800118419104949;0.09863104938384633;9.909765989028636e-07
Gryffin;0.002564102564102564;0.00013154464914502654;0.13867103027494593;8.351419221715224e-05
Eslabon Armado;0.002564102564102564;0.0009391292906366671;0.12986962496835558;0.0004667283256701596
Juju;0.002564102564102564;0.0001584390483832927;0.1231166360010514;1.7578648600399195e-05
Tchakabum;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15
Lola Indigo;0.002564102564102564;0.0006257689732386212;0.1397467246076015;0.0018353857501123693
MC Kevinho;0.002564102564102564;0.003731024160786829;0.15826930422518656;0.003300577378659616
Mari Ferndez;0.002564102564102564;0.0005032674901180354;0.13158114908273688;0.00019442580834336785
Tate McRae;0.002564102564102564;0.0009069161208972886;0.1598568821225071;0.0012719624031817844
Matheus & Kauan;0.002564102564102564;0.005493536290521538;0.15869361871372595;0.0033030165022482462
Fetty Wap;0.002564102564102564;0.0006398877684695108;0.15739754547446855;0.0009353839912877235
Lali;0.002564102564102564;0.0;0.16788858932801395;0.017995929752198235
Luis R Conriquez;0.002564102564102564;0.0009350175161592736;0.1297679418921198;0.00046347747977543217
Rich The Kid;0.002564102564102564;0.0037269123863094356;0.16354807123013163;0.005534013812846317
Lil Pump;0.002564102564102564;0.0010152941229312961;0.15026257061161866;0.000593050966239327
Matuê;0.002564102564102564;0.002798062531866252;0.13372568612604113;0.0002892279570161759
Huncho Jack;0.002564102564102564;8.634726402526274e-07;0.16296914000453824;0.0016734289572469178
Mari Fernandez;0.002564102564102564;0.0005032674901180354;0.13158114908273688;0.00019442580834336785
Bing Crosby;0.002564102564102564;4.1117744773934636e-06;0.002564102564102564;7.565388374349118e-19
Big One;0.002564102564102564;0.0018667456127366326;0.12066075668652837;0.000148319079000333
Kalazh44;0.002564102564102564;0.0;0.14062414337740994;9.902341981838427e-05
Coldplay;0.002564102564102564;0.0010813308545553541;0.15683158155243695;0.00032797675172322447
Keala Settle;0.002564102564102564;2.7411829849289757e-07;0.11144406628874085;6.902788645855354e-06
Mc RF;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15
Ana Castela;0.002564102564102564;0.00039127743826267023;0.11182000768089015;1.159190743751376e-05
Snova;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709
Elley Duhé;0.002564102564102564;0.0010926505349451465;0.13068886247012726;5.6498025508026355e-05
Tems;0.002564102564102564;0.001316149019537205;0.17196473893402717;0.002024861878849493
Farid Bang;0.002564102564102564;0.0009341951612637949;0.15481002744686662;0.0009533369496816337
Ella Eyre;0.002564102564102564;0.0009341951612637949;0.1486187368943825;0.0003787486661898662
Sigala;0.002564102564102564;0.0009341951612637949;0.1486187368943825;0.0003787486661898662
Mark Ronson;0.002564102564102564;0.001054872039330417;0.15948769763723572;0.0013066723245059855
Kid Trunks;0.002564102564102564;0.0;0.13618702989697237;6.017336430925862e-05
KIDS SEE GHOSTS;0.002564102564102564;0.0018720819192028536;0.15094682639764606;0.0004884890724674943
Flyboy Tarantino;0.002564102564102564;0.0;0.13618702989697237;6.017336430925862e-05
MC Fioti;0.002564102564102564;0.0;0.19011196992958865;0.014428487269232898
Noah Cyrus;0.002564102564102564;0.00037606762467879356;0.14414647363421063;0.0007673024519856556
Stars Music Chile;0.002564102564102564;0.0;0.1445992107700361;0.004543974762266353
Standly;0.002564102564102564;0.0;0.1445992107700361;0.004543974762266353
Skrillex;0.002564102564102564;0.002157099822064333;0.1785217744340967;0.011350758353976408
B-Case;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709
Dj LK da Escócia;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15
Belinda;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709
Michael Bublé;0.002564102564102564;1.3980033223137777e-05;0.0031410256410256405;3.9778998708085267e-19
Will Smith;0.002564102564102564;6.575635160410094e-05;0.167684758584192;0.025821142587908158
The Kid LAROI;0.002564102564102564;0.0003310039529293451;0.17175089677162214;0.0025018267334929907
No I.D.;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973
Salmo;0.002564102564102564;0.0009156921761155244;0.11364482678594033;8.265005663201163e-06
Macklemore;0.002564102564102564;2.4670646864360785e-06;0.002564102564102564;5.191897235292591e-17
Lana Del Rey;0.002564102564102564;0.0019520483337107481;0.1576370699872697;0.0011526822882344425
Quality Control;0.002564102564102564;0.00020996169840608897;0.16530980987893015;0.0014652611055811027
Muni Long;0.002564102564102564;0.0;0.14510559918106758;0.00016361071377513276
JVKE;0.002564102564102564;0.0;0.14510559918106758;0.0001636107137751328
Childish Gambino;0.002564102564102564;0.0003457861881675626;0.1455899643223958;0.0002926494385619399
Cheat Codes;0.002564102564102564;0.00279929606420947;0.1576370699872697;0.0029082154412596803
Meghan Trainor;0.002564102564102564;0.0005184157635620517;0.14864539496378062;0.0003792564923807636
Big Lenbo;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973
Black Thought;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973
Chuck D;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973
KayBlack;0.002564102564102564;3.289419581914771e-06;0.002564102564102564;3.0426058682288686e-18
OneRepublic;0.0019230769230769232;0.0008503555587161775;0.14966553673886163;0.00017081754425774098
Joyner Lucas;0.0019230769230769232;0.0019696087279595796;0.1636126509226213;0.0005871650822573723
Gorillaz;0.0019230769230769232;0.0018667456127366326;0.16554096622514522;0.013331088646204341
Daft Punk;0.0019230769230769232;5.334544456069431e-05;0.16936400509361882;0.0031795462127104032
Gabito Ballesteros;0.0019230769230769232;2.3300055371896293e-06;0.1298085960092539;0.0004673025076970373
Emilia;0.0019230769230769232;0.0029208710964423725;0.1437963000040043;0.0025467761621138303
CKay;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19
Mainstreet;0.0019230769230769232;4.1117744773934636e-06;0.002564102564102564;8.528562272703306e-17
Coi Leray;0.0019230769230769232;0.0018667456127366326;0.15979523272716487;0.002928937553712334
Regard;0.0019230769230769232;4.260839081606834e-05;0.13972316252285902;0.00024828007457754203
N.E.R.D;0.0019230769230769232;0.0001376754604202187;0.16640523632993512;0.0012814184716920937
Kim Petras;0.0019230769230769232;0.001742822441398799;0.1666059664099471;0.0009784736069353608
The-Dream;0.0019230769230769232;0.00014492602808912426;0.16016584401296421;0.0006998494149474771
Ellie Goulding;0.0019230769230769232;0.0017536390927758668;0.1568612676363954;0.00036406732967900283
Shirin David;0.0019230769230769232;0.0009341951612637949;0.09109575430615334;2.1127984635449554e-08
Wiz Khalifa;0.0019230769230769232;0.0006845215811913455;0.16877761240795863;0.0011884344082520176
Landon Barker;0.0019230769230769232;0.0;0.16252168600178013;0.0010991769896884552
BM;0.0019230769230769232;0.0;0.12346514852846795;0.00016817353426081785
j-hope;0.0019230769230769232;0.0066266984246773075;0.13551890055978363;5.4584837640862296e-05
Kehlani;0.0019230769230769232;0.0005662101239024564;0.15712894898048482;0.0010648796462271925
Kali Uchis;0.0019230769230769232;0.0018667456127366326;0.14477604418642154;0.000266577806846279
Natanael Cano;0.0019230769230769232;2.1244168133199564e-06;0.12982893262150663;0.0004987350080540484
Ice Spice;0.0019230769230769232;0.0010793905744481956;0.16053817840431556;0.0010142783000244313
Kawe;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19
DJ Bel da CDD;0.0019230769230769232;0.0;0.0020512820512820513;1.5534935063806913e-16
Os Hawaianos;0.0019230769230769232;0.0;0.0020512820512820513;1.5534935063806913e-16
Teto;0.0019230769230769232;4.111774477393464e-07;0.11304025056923707;1.6631275833535768e-05
Apache 207;0.0019230769230769232;0.0018675679676321113;0.10524486625896329;7.425689386833761e-07
KSI;0.0019230769230769232;0.0010919083339635076;0.16287304970972422;0.0013866853423118615
Capo;0.0019230769230769232;0.0;0.15478111261170655;0.0009509010655686133
Selena Gomez;0.0019230769230769232;0.00115793346518678;0.1538900792800514;0.00040632451478101334
Nick Jos;0.0019230769230769232;0.00011108079321508987;0.13995914151715536;0.00034332486117515256
Yuri Redicopa;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Mc Pelé;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Dopamine;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17
Mufasa & Hypeman;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17
Nightcrawlers;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17
MC Menor MT;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
DJ Jeeh FDC;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Mr Eazi;0.0019230769230769232;0.0002686974182985375;0.18456527325681;0.02485046614995841
Little Mix;0.0019230769230769232;0.0006417038128093798;0.1559755461929375;0.0005747038969280666
JACKBOYS;0.0019230769230769232;0.0003355780810641697;0.15606366797044763;0.000673845983581302
Jessie Reyez;0.0019230769230769232;0.00028128344569203586;0.14982789313380526;0.00031422570330055387
Jennifer Lopez;0.0019230769230769232;0.0003998810168774554;0.17714794290788305;0.010023662398250265
Bagua Records;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16
Xamã;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16
Rae Sremmurd;0.0019230769230769232;0.00018660652075766875;0.15515785001368226;0.0004262818098126595
CORPSE;0.0019230769230769232;2.4670646864360785e-06;0.0019230769230769232;9.024419872502271e-21
Dj Guuga;0.0019230769230769232;8.758079636848078e-06;0.1315602598703091;0.00020483604410187126
Bvga Beatz;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Wolftyla;0.0019230769230769232;0.0;0.09752831316030092;5.52072504078455e-07
Morgan Wallen;0.0019230769230769232;0.0018675679676321113;0.15160960060795406;0.0003919798184465241
Lorde;0.0019230769230769232;0.0;0.16647209259202025;0.001549930109857508
Myd;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
DJ Gege;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
DJ Kaioken;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
DJ Nikolas Alves Exclusive;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
MC Levin;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Kyla;0.0019230769230769232;4.268769502893939e-06;0.1538329454098899;0.0006275398824997803
Trey Songz;0.0019230769230769232;0.0;0.15366179805731076;0.000580835460382737
Maes;0.0019230769230769232;0.0004002272417713052;0.11031657041042026;4.629087692303808e-06
KronoMuzik;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Christian Nodal;0.0019230769230769232;0.0037302018058913504;0.13122693221268042;0.0004314911473466449
DJ Patrick Muniz;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Dj Olliver;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Mc Renn;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Mc Topre;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Ryan Lewis;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17
Migrantes;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19
AFROJACK;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504
Nayer;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504
Ne-Yo;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504
Gunna;0.0019230769230769232;0.0;0.1482465253887436;0.00041026966755394474
Blessd;0.0019230769230769232;0.0004410501163417711;0.15787732461860868;0.014928853282724199
Veigh;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Supernova Ent;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Prod Malax;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Adriano Rhod;0.0019230769230769232;1.1512968536701697e-06;0.0974480335045951;3.5037269654565464e-06
Pabllo Vittar;0.0019230769230769232;0.001258258866022934;0.16220357739735308;0.003520236979581712
Bea Miller;0.0019230769230769232;0.0;0.09752831316030092;5.52072504078455e-07
The Game;0.0019230769230769232;0.001018973213175617;0.16452215146378338;0.0008538852542299248
Poo Bear;0.0019230769230769232;0.00010733930582929297;0.16047600250253233;0.0016627432947326692
YTB Trench;0.0019230769230769232;0.0;0.16163410901561867;0.0009960849604641762
070 Shake;0.0019230769230769232;0.0003515851102887801;0.14334856891940442;0.0001940287322538644
LIT killah;0.0019230769230769232;0.0;0.14974667092935975;0.003931659303439252
Don Omar;0.0019230769230769232;0.0009341951612637949;0.16564023124586785;0.015556373354460357
DJ Matt D;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
MC GP;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Menor MC;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Vulgo FK;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Daniel Everidge;0.0019230769230769232;0.0;0.1114290812052006;6.578778571988737e-06
sped up nightcore;0.0019230769230769232;4.111774477393464e-07;0.1491000498242312;0.000319035988812904
Juliander;0.0019230769230769232;0.0;0.14036214040025016;0.0006610796087177572
Tory Lanez;0.0019230769230769232;7.157963840450221e-05;0.165079298191848;0.0016615938200277675
The Beach Boys;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Sweet;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Mark Linett;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Larry Walsh;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Macklemore & Ryan Lewis;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17
Calum Scott;0.0019230769230769232;0.0009341951612637949;0.1364786029188203;7.030450244887248e-05
Ray Dalton;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17
Malik Monta;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08
Trei Degete;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
The Plug;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08
Squeezie;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Bastille;0.0019230769230769232;0.00279929606420947;0.15116710633401623;0.0003902930037290392
DaChoyce;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08
Gustah;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16
6LACK;0.0019230769230769232;0.0009341951612637949;0.1632580923804328;0.0010996310410121112
Tropkillaz;0.0019230769230769232;0.0;0.18217148316620727;0.01532604273749817
Sky Rompiendo;0.0019230769230769232;0.0;0.1877431075947161;0.012881245667287426
Zu;0.0019230769230769232;6.030602566843747e-06;0.1054457407969305;1.6452720358391067e-06
ILLENIUM;0.0019230769230769232;5.5814018703560874e-05;0.1362990258097166;0.00010069655080022268
The Cratez;0.0019230769230769232;1.531538093436746e-05;0.1215812906283857;9.206201820554192e-06
Blxst;0.0019230769230769232;0.0009681061395547166;0.16387148050683745;0.0011035081082078216
Stun 4 Vegas;0.0019230769230769232;0.0;0.14966553673886163;0.0002276901712757837
Preme;0.0019230769230769232;0.0;0.16047600250253233;0.0009021558732421328
Captain Cuts;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16
Seth Rogen;0.0019230769230769232;0.0;0.12938299405512518;5.308058885156213e-05
Billy Eichner;0.0019230769230769232;0.0;0.12938299405512518;5.308058885156213e-05
Burna Boy;0.0019230769230769232;0.0010456074647218485;0.15851149137778825;0.0008784772181206655
Mc Davi;0.0019230769230769232;0.0004504997176581525;0.11154907483148162;9.52884606282629e-06
Georgia Ku;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16
Martin Solveig;0.0019230769230769232;2.8782421341754247e-06;0.1328254651263146;8.428335601172633e-05
NOTD;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16
Shindy;0.0019230769230769232;0.0027976513544185127;0.10405550940771935;3.8210737579984313e-07
Mason Ramsey;0.0019230769230769232;0.0;0.15881526962879972;0.0008687572597179475
Kierra Sheard;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097
En Vogue;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097
Ari Lennox;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097
Dzeko;0.0019230769230769232;0.0;0.16047600250253233;0.0009021558732421328
Alicia Keys;0.0019230769230769232;0.00013029681228819917;0.15814848796241926;0.0006364922627552402
Playboi Carti;0.0019230769230769232;0.0009341951612637949;0.15588752387567287;0.0005936031109319352
Normani;0.0019230769230769232;0.0;0.1518596439294625;0.0006193924221785554
Yoko Ono;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Sodré;0.0019230769230769232;0.0;0.11095167718879058;2.000316074950216e-05
Ella Henderson;0.0019230769230769232;0.0009341951612637949;0.15751721667422103;0.0028986503197639107
LSD;0.0019230769230769232;0.0;0.1590591318470397;0.002113660837085861
MNEK;0.0019230769230769232;0.0003272064513310374;0.1468021394017851;0.0003073430437405987
Anderson .Paak;0.0019230769230769232;0.012651165308766907;0.13993550775465669;0.00015160527965357685
Nekfeu;0.0019230769230769232;0.0018675679676321113;0.11118986675473996;4.045414417764295e-06
Hailee Steinfeld;0.0019230769230769232;0.00010664027069697507;0.13097804282014808;5.8909559244239786e-05
Eno;0.0019230769230769232;0.0018667456127366326;0.11838543956043955;6.086930946917205e-06
James Arthur;0.0019230769230769232;0.0027976513544185127;0.15326393137101477;0.00046819025813293343
Fivio Foreign;0.0019230769230769232;4.6235751141903194e-05;0.1610373254805824;0.0007097999638521302
Tinashe;0.0019230769230769232;0.0;0.1518596439294625;0.0006193924221785554
Mac Miller;0.0019230769230769232;0.0018675679676321113;0.14571796675278298;0.00019706746048815107
Matheus Fernandes;0.0019230769230769232;0.001416702214487952;0.11182000768089015;1.0789652763770205e-05
Idina Menzel;0.0019230769230769232;9.04590385026562e-06;0.0026175213675213673;3.0105634484577403e-19
Brooks;0.0019230769230769232;9.658657059604411e-06;0.1591202144629564;0.003158626564383902
R3HAB;0.0019230769230769232;2.4670646864360785e-06;0.0019230769230769232;9.024419872502271e-21
thasup;0.0019230769230769232;1.0964731939715903e-06;0.13389854207837726;0.00015466954945664348
The Harlem Community Choir;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
The Plastic Ono Band;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Blue Ivy;0.0019230769230769232;0.0;0.1377490154459902;8.317768544989272e-05
John Lennon;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Zac Efron;0.0019230769230769232;0.0;0.1114290812052006;6.578778571988737e-06
Reddz;0.0019230769230769232;0.0;0.1361646527970879;5.704133340353703e-05
Nickoog Clk;0.0019230769230769232;0.0;0.12573176709498968;0.0006749095730523542
Disclosure;0.0019230769230769232;0.000531775910554614;0.15671294949377398;0.0008143695085811194
MC Lipivox;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
MC K.K;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Dj TG Beats;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Dj Aurélio;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17
Billy Ray Cyrus;0.0019230769230769232;0.0;0.15881526962879972;0.0008687572597179475
Dj Gabriel do Borel;0.0019230769230769232;0.0;0.13089528935761757;0.0002125394324343089
Evlay;0.0019230769230769232;0.0;0.12333651985757953;0.000534726314810794
