Artist;Degree_Centrality;Betweenness_Centrality;Closeness_Centrality;Eigenvector_Centrality
Nicki Minaj;0.01282051282051282;0.02061325449371439;0.20286366632143865;0.01712017383638194
Lil Wayne;0.01217948717948718;0.013049338414044567;0.1974030673947301;0.022366627312729693
Justin Bieber;0.01217948717948718;0.01367937731743967;0.19749715846593827;0.019638012296120794
Mambo Kingz;0.01217948717948718;0.0007011735732525561;0.19535551082580782;0.14616127704658544
DJ Luian;0.01217948717948718;0.0007011735732525561;0.19535551082580782;0.14616127704658544
Post Malone;0.01217948717948718;0.010046269244696506;0.1941654350803835;0.007169824440258989
Marshmello;0.011538461538461539;0.0200334592072372;0.19041775664592758;0.007493120136128555
SZA;0.011538461538461539;0.00561991339178048;0.18998121891863295;0.008169456860901005
De La Ghetto;0.011538461538461539;0.005418720027488321;0.17665701916927667;0.08189112900154687
Calvin Harris;0.011538461538461539;0.009106468982444445;0.18618244819660232;0.005525047346817686
Kendrick Lamar;0.011538461538461539;0.010932728554626915;0.17384058672604927;0.002543219668006904
The Chainsmokers;0.010897435897435897;0.01165982623225344;0.16287304970972422;0.0010524049430264168
Cardi B;0.010897435897435897;0.025644741460695692;0.20874006975392365;0.047165389311589444
6ix9ine;0.010897435897435897;0.02427166486526215;0.1955860460049745;0.01641459205592915
Manuel Turizo;0.010897435897435897;0.006944378715563256;0.18539106866288071;0.06274089122302141
Metro Boomin;0.010897435897435897;0.002247141937467553;0.18593180994459882;0.007758603128511142
Luy;0.010897435897435897;0.0014612263520092617;0.1853081567359295;0.11440334590382435
Capital Bra;0.010256410256410256;0.01269438064509207;0.1471148725231807;0.00023117463835968725
Juice WRLD;0.010256410256410256;0.020904502262641185;0.20376151387338995;0.020755265703598053
Lil Uzi Vert;0.010256410256410256;0.007146547929980323;0.18731873348170816;0.005539416659245788
Big Sean;0.010256410256410256;0.007163713904747073;0.17051400759734092;0.0023423296552479906
Nio Garcia;0.010256410256410256;0.001088733192410872;0.19231795704875307;0.10576183466282624
RM;0.009615384615384616;0.012630638578826028;0.11847006103260571;8.343971471533402e-06
Migos;0.009615384615384616;0.004728512757411337;0.18902784601347558;0.007743539397777476
Diplo;0.009615384615384616;0.0182379437826274;0.19178386413401458;0.01820453111032482
Khalid;0.009615384615384616;0.01479470015499777;0.19782718475127165;0.014555834234338426
JAY-Z;0.009615384615384616;0.004730968888595133;0.17840647511799287;0.004854318642702869
Luciano;0.009615384615384616;0.031521186086309834;0.173222842166195;0.0014661907150646941
Tyga;0.009615384615384616;0.026519225024069323;0.20351131555085386;0.018565773103699182
Quevedo;0.009615384615384616;0.007314899151891679;0.16846881010837098;0.03385847867548569
Rafa Pabön;0.008974358974358974;0.0001757263265194564;0.1638066963674791;0.08101225518190074
Brytiago;0.008974358974358974;0.0005911561679345321;0.17665701916927667;0.09194786436034333
Alan Walker;0.008974358974358974;0.00872042403508329;0.16819526627218934;0.011095631561834435
French Montana;0.008974358974358974;0.01074117919366099;0.18634991610593138;0.006531130106359809
2 Chainz;0.008333333333333333;0.0037959421220549144;0.1777177947508207;0.0038195376115743944
MACHETE;0.008333333333333333;0.00793647856669024;0.11397305417729019;9.86882281134206e-06
Don Toliver;0.008333333333333333;0.002564359408184282;0.18213144547759932;0.005491131797215773
Ufo361;0.008333333333333333;0.033752217498306605;0.17968301754620053;0.0023283321434403995
Dua Lipa;0.008333333333333333;0.023428084134914907;0.2007505031305903;0.028395429479555045
XXXTENTACION;0.008333333333333333;0.008221983374440935;0.16734613831241454;0.0009664983106110848
Ed Sheeran;0.008333333333333333;0.010361716887695986;0.19954203634073606;0.016269486225484728
ROSALÍA;0.008333333333333333;0.003957297464506034;0.20128687804786904;0.09090176796163005
Bonez MC;0.008333333333333333;0.01144813381057351;0.14523275095041657;0.0001398731855147129
Dímelo Flow;0.008333333333333333;3.0758466546658524e-05;0.1638066963674791;0.07790071477780466
Lil Yachty;0.008333333333333333;0.0037395989849619217;0.17906181437404428;0.004641084903772177
BTS;0.008333333333333333;0.009300710625781463;0.18313769655758608;0.0025185158814556956
Cosculluela;0.007692307692307693;0.001083715712524369;0.1665724777734828;0.06974256030401844
Sia;0.007692307692307693;0.011953783767019804;0.18444203804208253;0.020446897051848704
Shakira;0.007692307692307693;0.004368969788787654;0.18321867718838755;0.06282539611217199
Eminem;0.007692307692307693;0.007925733592171351;0.17787037495665955;0.0028870624256885527
A$AP Rocky;0.007692307692307693;0.004470042891072864;0.18145348739283487;0.005690677781443889
Beéle;0.007692307692307693;0.0006113724687636892;0.17175089677162214;0.06372632430171411
Zion;0.007692307692307693;0.00021577255046086686;0.1751634066630896;0.09357944750522855
Yandel;0.007692307692307693;0.0010600181119163538;0.17764160277022012;0.08626491670035881
Beyoncé;0.007692307692307693;0.0037014541740867306;0.1572183792303314;0.0006755847128557301
KHEA;0.007692307692307693;0.0005844157414295347;0.17358568850504333;0.05785812751941259
Offset;0.007692307692307693;0.0021072759335737995;0.1810174916826293;0.005788512921359965
Nicki Nicole;0.007051282051282051;0.0011749901177172729;0.16429382968340145;0.02929570379421539
SCH;0.007051282051282051;0.011136456678585855;0.15547806321258478;0.000982514239609386
Kodak Black;0.007051282051282051;0.009119520686086149;0.17775591525591525;0.002295344140556263
Jos Blue;0.007051282051282051;0.00515971114666887;0.1603517950702548;0.0020875079684817477
Miley Cyrus;0.007051282051282051;0.00474236632372403;0.17344036771098303;0.0032440811716734777
Lil Durk;0.007051282051282051;0.007405079794993126;0.1912086010436264;0.007515031839968151
Anne-Marie;0.007051282051282051;0.007287487942958893;0.17257352705603435;0.003489612268048396
Sfera Ebbasta;0.007051282051282051;0.031650023259739986;0.1632580923804328;0.002680720614529122
Tiago PZK;0.007051282051282051;0.0016943458544490507;0.1660717589024202;0.025078464472664735
Machine Gun Kelly;0.007051282051282051;0.00487207986021831;0.17296975097538653;0.0031038360835371395
Jax Jones;0.007051282051282051;0.009944318469960748;0.16214010505245097;0.0014653258071598884
Peso Pluma;0.007051282051282051;0.013400499817479598;0.15769706506623726;0.0080190103577081
Chris Jedi;0.007051282051282051;0.0008057642943148475;0.19231795704875307;0.08020152267398628
Naps;0.00641025641025641;0.0027502768594814776;0.12867982560917343;8.047974688242429e-05
John Legend;0.00641025641025641;0.0024005354919109717;0.1691911141125106;0.003413677481595355
Tiësto;0.00641025641025641;0.00500415415899917;0.17779405211823146;0.009333857270004313
Elton John;0.00641025641025641;0.0035092748819707986;0.16650554087262948;0.0026543258161285262
Rihanna;0.00641025641025641;0.001633769796235345;0.17235816907717907;0.0027231856519761176
Eladio Carrion;0.00641025641025641;0.008237643586659437;0.19632742879011533;0.04485134220811106
Cazzu;0.00641025641025641;0.00019387623084492043;0.1742060283630601;0.06587307594372577
Ariana Grande;0.00641025641025641;0.007336444075019965;0.18193152072954488;0.003778849982908173
Ñengo Flow;0.00641025641025641;0.0016326708681268095;0.182895183606947;0.04909566023608318
YoungBoy Never Broke Again;0.00641025641025641;0.0016660066153460083;0.17457300967412617;0.002841261307136181
Maria Becerra;0.0057692307692307696;0.002353741351441616;0.18237193594257853;0.02153959629980165
Jul;0.0057692307692307696;0.001169604433831117;0.1288999964104957;8.026016426177239e-05
Juhn;0.0057692307692307696;9.711125670342445e-05;0.16354807123013163;0.045537611294526596
Charli XCX;0.0057692307692307696;0.004606769296384735;0.1657064740897974;0.001075468584288174
Mora;0.0057692307692307696;0.003054781578764242;0.16936400509361882;0.04036470401259657
Camila Cabello;0.0057692307692307696;0.006459768670757883;0.19503367308144903;0.02463641163548544
Zé Felipe;0.0057692307692307696;0.004508254289364085;0.13197930831710095;0.00040394466312867474
Gucci Mane;0.0057692307692307696;0.003014609922162893;0.1689152215497507;0.0023074727343868028
Juan Magán;0.0057692307692307696;0.0029660033032671168;0.19254137474978553;0.018255871770956823
Nimo;0.0057692307692307696;0.0063410541846223465;0.1409590197181624;0.00010980590699498374
TINI;0.0057692307692307696;0.004699907271716536;0.17257352705603435;0.01801050394599025
Major Lazer;0.0057692307692307696;0.006260184429090722;0.17756547609236703;0.007615142736604497
RAF Camora;0.0057692307692307696;0.004247562739004829;0.14677613831439548;0.00021105745470509962
Tedua;0.0057692307692307696;0.005625935428693607;0.11395738131505458;1.8974297880352144e-05
Romeo Santos;0.0057692307692307696;3.226372223927341e-05;0.17952731302493;0.08232266127329345
Swae Lee;0.005128205128205128;0.0061377745697540655;0.18427798019192282;0.005601937207895491
Solda;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
Katy Perry;0.005128205128205128;0.0077222524597056605;0.18954667816172846;0.012811055319250775
G-Eazy;0.005128205128205128;0.0033279567245705797;0.1718221183750937;0.003666648682988056
Hugh Jackman;0.005128205128205128;0.0037304759241898436;0.11150404694874554;6.977899676192525e-06
Jason Derulo;0.005128205128205128;0.004941707212094683;0.1695372497796802;0.007428916133852388
Elams;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
Kofs;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
13 Organisé;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
Arcángel;0.005128205128205128;0.00022241147972541794;0.17250168129123167;0.0564983864606103
Houari;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
Mau y Ricky;0.005128205128205128;0.0003670180183505901;0.1716441750047798;0.03143978669616495
Soso Maness;0.005128205128205128;0.0;0.12861990950226246;8.003164092882659e-05
Mike Will Made It;0.005128205128205128;0.0036410524355949135;0.18078055779299232;0.002605535367221331
A Castela;0.005128205128205128;0.003051357629612921;0.11225928974845258;3.387887000387761e-05
Zedd;0.005128205128205128;0.006844427557053865;0.1564466824472488;0.0009030600886454615
Rich Music LTD;0.005128205128205128;0.0;0.16252168600178013;0.05503043875108225
Maxwell;0.005128205128205128;7.61165626195735e-05;0.12271554522776201;2.2936784350651687e-05
Camilo;0.005128205128205128;0.0015939552945920701;0.168571618576704;0.025952190777540424
Jhay Cortez;0.005128205128205128;0.0004291444732243735;0.19019923730160132;0.06983526093288114
Sean Paul;0.005128205128205128;0.002776051223784594;0.19263088724385793;0.038498655270629636
Halsey;0.005128205128205128;0.0034874397389716713;0.17203613803676082;0.0018513438743677755
Jack Harlow;0.005128205128205128;0.0012365552335973232;0.1760939389976789;0.003957385056784549
NLE Choppa;0.005128205128205128;0.0016424134829218769;0.160631532646458;0.000528188216825918
Pusha T;0.005128205128205128;0.001279005564088777;0.17775591525591525;0.0027604132995821353
Mc Danny;0.005128205128205128;0.012404824277016677;0.1597028477400418;0.0035270012270256198
Loreda;0.005128205128205128;0.006265747799176983;0.12315322884872594;1.8447601706522404e-05
Wisin & Yandel;0.005128205128205128;4.267000737547187e-05;0.1711832424959878;0.052861544450731636
Juanka;0.005128205128205128;3.7421951978741686e-05;0.1728254592123205;0.06256115603816473
Rvssian;0.005128205128205128;0.02758122890794202;0.19726209876769266;0.04895399960703826
J. Cole;0.005128205128205128;0.010730934200113633;0.16494786562959335;0.0010447455648144024
Casper Magico;0.005128205128205128;3.1128471983344e-05;0.17097133833775055;0.06436001020966682
Almighty;0.005128205128205128;4.437915569287535e-05;0.171147888666476;0.0705210236808626
Paulo Londra;0.004487179487179487;0.002860308494809139;0.17733748703682364;0.02677254953568153
Brent Faiyaz;0.004487179487179487;0.002082630444327948;0.15665370074160245;0.0010117436011195392
Luis Fonsi;0.004487179487179487;0.0015920921597078013;0.18145348739283487;0.04034034356314401
Luísa Sonza;0.004487179487179487;0.005108269339965024;0.1594570092212963;0.0036786639953791467
Martin Garrix;0.004487179487179487;0.0035324839465031574;0.17097133833775055;0.0051725885837174
Samra;0.004487179487179487;0.0013595580124951413;0.14069576857777197;0.00010099035836546838
Robin Schulz;0.004487179487179487;0.004923906039549911;0.15775710582963579;0.0029402850541228186
Arijit Singh;0.004487179487179487;8.223548954786927e-06;0.004487179487179487;3.395792915227852e-13
Lil Nas X;0.004487179487179487;0.00047912286317715693;0.1754972632196266;0.004203000293652373
Stefflon Don;0.004487179487179487;0.007326534861039285;0.1924519454071242;0.016655797294449867
A Boogie Wit da Hoodie;0.004487179487179487;0.002636469620640494;0.16138229346116395;0.0011191782424911675
Mc Don Juan;0.004487179487179487;0.004553557233159534;0.11207709993549864;1.0863413294754866e-05
Gzuz;0.004487179487179487;0.0009550481973632909;0.12260660999009868;2.1835377501912474e-05
Roddy Ricch;0.004487179487179487;0.0028943914792902304;0.184237011321271;0.003303469226486169
Shiva;0.004487179487179487;0.006418891136658936;0.1341586655209773;0.00015073750430775676
Prince Royce;0.004487179487179487;0.00020538582270072047;0.1898506476341528;0.06282637135254765
Miksu / Macloud;0.004487179487179487;0.0027529666594410303;0.14091108262592705;9.457676852314822e-05
Polimá Westcoast;0.004487179487179487;0.0027976513544185127;0.1518596439294625;0.011681926054642616
Damso;0.004487179487179487;0.010037537170199536;0.13110236939140593;7.76667602171946e-05
Wesley Safadão;0.004487179487179487;0.01059556605820236;0.15936501479289938;0.0033458315392265953
Charlie Puth;0.004487179487179487;0.0017640934835662493;0.16521094037541406;0.0009848896781709893
Agust D;0.004487179487179487;0.00542469621047129;0.11519294925258228;3.3182871951538007e-06
Bryant Myers;0.004487179487179487;0.000725153626073469;0.1719290616022981;0.04004313467379825
Jamule;0.004487179487179487;0.001274896627629073;0.14115109468967416;0.00010494103157239824
Junior H;0.004487179487179487;0.0037716000769240023;0.13001224928193864;0.0005051659326753527
Internet Money;0.004487179487179487;0.0021941571621882905;0.1713248039948474;0.001685082686890612
187 Strassenbande;0.004487179487179487;4.187959902201097e-05;0.12260660999009868;2.2196356893076868e-05
Zion & Lennox;0.004487179487179487;0.0007846833217271586;0.1859735361137964;0.04361667921079349
Lyanno;0.004487179487179487;0.0002815836573785702;0.16329026146267525;0.02984161504414764
Taylor Swift;0.004487179487179487;0.003414666946413657;0.17125399399112975;0.0023949511230800984
Kin$oul;0.0038461538461538464;2.1929463879431805e-06;0.13623180616851502;6.564678370451737e-05
Maite Perroni;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Bass Santa;0.0038461538461538464;2.19294638794318e-06;0.13623180616851502;6.564678370451737e-05
Chris Brown;0.0038461538461538464;0.002262766599706104;0.1887694936043455;0.015572511022404988
MEDUZA;0.0038461538461538464;0.002071444230460468;0.13133091551871265;0.0001634171035275486
Summer Cem;0.0038461538461538464;0.001440068878734155;0.14091108262592705;0.00010068002014937458
RBD;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Cris Mj;0.0038461538461538464;0.0002999784213740845;0.14500403795679387;0.00517244853215112
DaBaby;0.0038461538461538464;0.0016372017264610632;0.17783220534829977;0.0026854649494437
Christopher von Uckermann;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Stephanie Beatriz;0.0038461538461538464;4.1117744773934636e-06;0.0038461538461538464;2.5949667825502014e-13
Christian Chávez;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Abhir Hathi;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
Bejo;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
Cruz Cafuné;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
EL IMA;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
Juseph;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
La Pantera;0.0038461538461538464;0.0;0.136974888747616;0.0023663148972383505
Anahí;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Alfonso Herrera;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Polo G;0.0038461538461538464;0.004149554356447248;0.16640523632993512;0.001256933485528038
Dulce María;0.0038461538461538464;0.0;0.0038461538461538464;6.44710023567284e-12
Xand Avião;0.0038461538461538464;0.003908102731866626;0.13189528520182667;0.00020669581201608248
MC Ryan SP;0.0038461538461538464;8.223548954786927e-06;0.003926282051282051;1.0758922657188768e-14
The Neptunes;0.0038461538461538464;0.00032644547077514014;0.17160863054940503;0.002480905836091339
Juicy J;0.0038461538461538464;0.0025467935742972117;0.16912205651491366;0.0015193078179489704
Like Mike;0.0038461538461538464;0.0;0.17171530810672958;0.02310789956108528
Dimitri Vegas & Like Mike;0.0038461538461538464;0.0;0.17171530810672958;0.02310789956108528
Jimin;0.0038461538461538464;0.00279929606420947;0.145181863511401;0.00016445779935277
Dimitri Vegas;0.0038461538461538464;0.0;0.17171530810672958;0.02310789956108528
Afro Bros;0.0038461538461538464;0.0;0.17171530810672958;0.02310789956108528
Takeoff;0.0038461538461538464;6.044421564475835e-05;0.16600522374260354;0.0027406370664379343
Jay Wheeler;0.0038461538461538464;8.249327973179968e-05;0.1646856273694509;0.02827579373843437
Fridayy;0.0038461538461538464;0.0002791414571200164;0.1722506915242313;0.0028810000987400755
Black Eyed Peas;0.0038461538461538464;0.0005252071598422143;0.18564025020678246;0.037767128699100906
Pailita;0.0038461538461538464;0.0007289576245266866;0.15197103923034602;0.011880407468436143
Troye Sivan;0.0038461538461538464;0.0014527617019461036;0.14904641671278362;0.00041505683712152083
Sam Smith;0.0038461538461538464;0.0011036304617465626;0.1567722430804156;0.00048726768013163346
Justin Timberlake;0.0038461538461538464;0.00042115924935963504;0.1716441750047798;0.002038530604703761
Rick Ross;0.0038461538461538464;1.7290865391513816e-05;0.1672110728254796;0.002606368778698587
Bruno Mars;0.0038461538461538464;0.01489183862961079;0.1715375857841186;0.002765717635517767
RAYE;0.0038461538461538464;0.0023060547322115658;0.16041387474314303;0.003106060687479857
Kid Cudi;0.0038461538461538464;0.004762475361812834;0.1830567874802467;0.0042456698175521645
JS o Mão de Ouro;0.0038461538461538464;0.003261870692916235;0.13079199446386947;0.00018357904147385008
Imanbek;0.0038461538461538464;0.004084967451844383;0.1700940223569534;0.003911019298737605
DJ Snake;0.0038461538461538464;0.0026561460888818167;0.18838328641124732;0.013608780140062018
Bausa;0.0038461538461538464;0.002851533965510209;0.12291576341190698;1.4179348919487501e-05
Jhené Aiko;0.0038461538461538464;0.0022983037675545254;0.1585418168974702;0.0007647373775511599
Doja Cat;0.0038461538461538464;0.0030305940380913857;0.19147367766244847;0.016784412358451423
El Alfa;0.0038461538461538464;0.00106356358637236;0.16888079823172547;0.02685797278918073
Steve Aoki;0.0038461538461538464;0.0032991722058948584;0.16150810308381933;0.001135011889675637
Sick Luke;0.0038461538461538464;0.004120820381243729;0.13411524145057077;0.00015750953613231464
Joel Corry;0.0038461538461538464;0.0015940759566892922;0.16229887914670524;0.003065852678582372
YG;0.0038461538461538464;0.0016238615168357965;0.1738770618806288;0.0038136385757222536
Marcynho Sensação;0.0038461538461538464;0.000934311661540656;0.13204239594057948;0.0002350685618800628
Jhayco;0.0038461538461538464;0.0004165026197693767;0.1758323948489448;0.054966180556587356
Maroon 5;0.0038461538461538464;0.004067424587667054;0.17948842904983253;0.002428450840984765
Madison Beer;0.0038461538461538464;0.005580500320718409;0.13293199822314355;8.131889017005674e-05
K/DA;0.0038461538461538464;0.0009325504514728376;0.11254897146856946;5.050078135709132e-06
Kendo Kaponi;0.0038461538461538464;3.410428656742311e-05;0.17867573887949048;0.05160577689405064
Pitbull;0.0038461538461538464;0.00417074072911191;0.1643264082734636;0.010713009105459222
cho;0.0038461538461538464;8.245563403293569e-05;0.1688463889411322;0.044169958900503174
(G)I-DLE;0.0038461538461538464;0.0009325504514728376;0.11254897146856946;5.050078135709132e-06
Brray;0.0038461538461538464;4.1098840125145137e-05;0.16926022812971342;0.043450966459009636
Crissin;0.003205128205128205;0.0;0.1820914253841083;0.03429035617248891
Labrinth;0.003205128205128205;0.008762167702190656;0.15976442585754327;0.002157015564262691
Natan & Shander;0.003205128205128205;0.0;0.1820914253841083;0.03429035617248891
Yo-Yo Ma;0.003205128205128205;0.0;0.1432742180019151;0.00036181733363193096
C. Tanganana;0.003205128205128205;0.002807530498644308;0.12908069734004313;0.0007457444931542215
Zendaya;0.003205128205128205;0.007427783534262046;0.1313933846397775;0.00011312563191375381
Totoy El Frio;0.003205128205128205;0.0;0.1820914253841083;0.03429035617248891
WATT;0.003205128205128205;0.0;0.1432742180019151;0.00036181733363193096
Israel & Rodolffo;0.003205128205128205;0.002605619738397075;0.13153937728937729;0.000195780127568768
Young Stoner Life;0.003205128205128205;1.8944561142614214e-05;0.16169718574108818;0.0011144483285504448
Cauty;0.003205128205128205;0.0;0.1562107590806931;0.02649346872109608
Boza;0.003205128205128205;1.0298533540902887e-05;0.1562991469111801;0.01954427105986599
Robert Trujillo;0.003205128205128205;0.0;0.1432742180019151;0.00036181733363193096
Fuerza Regida;0.003205128205128205;0.001968744504671063;0.14019591895162864;0.0011435043496995992
mc jhenny;0.003205128205128205;4.934129372872157e-06;0.0034900284900284896;9.913247064090172e-15
Taiu;0.003205128205128205;0.0012044482627582736;0.14649073306046967;0.003035102744307467
Shawn Mendes;0.003205128205128205;0.002531884535222869;0.1661050464868865;0.003050292998436627
Tarcísio do Acordeon;0.003205128205128205;0.0008397339956031617;0.11242681819604895;2.4101561307828625e-05
Avicii;0.003205128205128205;0.003731024160786829;0.11519294925258228;3.457845360372332e-06
Leslie Grace;0.003205128205128205;5.734004467187686e-05;0.16833192706136033;0.019219823239233335
Chad Smith;0.003205128205128205;0.0;0.1432742180019151;0.00036181733363193096
BIA;0.003205128205128205;0.013673158867966873;0.1924072618813738;0.012990445578944972
Morat;0.003205128205128205;0.0019286412701840562;0.1565944967730682;0.012330031329841415
Reik;0.003205128205128205;0.00043148575940316373;0.1830163597444958;0.032748627123273186
Grupo Frontera;0.003205128205128205;0.004778742474269754;0.1666059664099471;0.01344295420543756
Lit Killah;0.003205128205128205;0.0;0.15306576965701457;0.008367783979331371
WizKid;0.003205128205128205;0.0007319928993413957;0.15656491156680083;0.0006491811279372802
Flow La Movie;0.003205128205128205;0.0;0.1644242216117216;0.034298193307248016
JID;0.003205128205128205;0.0004951980158779992;0.13860145123316223;6.999302079577082e-05
Pop Smoke;0.003205128205128205;0.0010386526519656858;0.16881199366939842;0.0017541669747129795
Bebe Rexha;0.003205128205128205;0.007059805103714764;0.186601683612492;0.014453143385774504
La Joaqui;0.003205128205128205;0.0013091201321695782;0.14477604418642154;0.001110922197915331
True Damage;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248
Callejero Fino;0.003205128205128205;0.00029267576893600677;0.12776720273251263;0.00030087970759316276
Trueno;0.003205128205128205;0.00041105133878589116;0.14835268115343303;0.004262241290422184
Thutmose;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248
SOYEON;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248
Keke Palmer;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248
Duckwrth;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248
Lauv;0.003205128205128205;0.0019286487451585929;0.1465425423382983;0.00022270017927093996
Paloma Mami;0.003205128205128205;0.002537553249764316;0.15191532115913417;0.011618950927414341
Snoop Dogg;0.003205128205128205;0.0012721555199120748;0.15039892503141142;0.0002974432642034778
Zara Larsson;0.003205128205128205;0.0017089165314630545;0.16939862569972955;0.0014018745424116414
Sa4;0.003205128205128205;0.0;0.12129655692667987;1.1354126273711919e-05
Jos Brothers;0.003205128205128205;0.001772450334394625;0.1792942615584329;0.021729857698128404
Sheck Wes;0.003205128205128205;8.054899166780494e-05;0.13758892195302622;9.987711326198263e-05
LX;0.003205128205128205;0.0;0.12129655692667987;1.135412627371192e-05
Nas;0.003205128205128205;0.0021484937827314387;0.15893710719660087;0.0005972028794161636
Amezzy;0.003205128205128205;8.46544694518552e-06;0.16306534374716192;0.029012290713287908
Diane Guerrero;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13
Nile Rodgers;0.003205128205128205;0.0015510132096059211;0.1807017176020665;0.022188908838042178
Demi Lovato;0.003205128205128205;0.001943725547066686;0.16754914616317768;0.0034254133349176496
