y_pred;ci_lower;ci_upper
101.7801383576202;65.79991808040108;137.76035863483932
72.6230000513508;36.642779774131675;108.60322032856993
143.76086530060292;107.78064502338378;179.74108557782205
136.77165523951342;100.79143496229429;172.75187551673255
168.480500342268;132.50028006504886;204.46072061948712
194.41970889346334;158.4394886162442;230.39992917068247
36.378238113036375;0.3980178358172495;72.35845839025549
70.49941361182985;34.519193334610726;106.47963388904898
141.32544273187563;105.3452224546565;177.30566300909476
89.8793828463603;53.899162569141176;125.85960312357943
103.08744342306119;67.10722314584206;139.06766370028032
119.06019429373586;83.07997401651673;155.040414570955
61.596755117575384;25.61653484035626;97.57697539479452
27.354868003924295;-8.62535227329483;63.33508828114342
145.39813377697251;109.41791349975338;181.37835405419165
167.67352635982832;131.69330608260918;203.65374663704745
5.698789626661068;-30.281430650558057;41.67900990388019
164.7157960931811;128.73557581596197;200.69601637040023
191.65909862659453;155.6788783493754;227.63931890381366
185.44001194114807;149.45979166392894;221.4202322183672
44.220537134554455;8.24031685733533;80.20075741177358
16.674082021931596;-19.30613825528753;52.65430229915072
45.59846977110812;9.618249493888996;81.57869004832725
119.06953401400277;83.08931373678365;155.0497542912219
148.94609108220405;112.96587080498492;184.92631135942318
38.361635595817994;2.3814153185988687;74.34185587303712
59.47528264237763;23.495062365158503;95.45550291959675
183.03384928343948;147.05362900622035;219.0140695606586
91.48144563070504;55.501225353485914;127.46166590792416
172.10766962894257;136.12744935172344;208.0878899061617
162.0480980167141;126.06787773949497;198.02831829393324
126.07873402123221;90.09851374401308;162.05895429845134
170.28706050164024;134.3068402244211;206.26728077885937
158.59431376265002;122.61409348543089;194.57453403986915
163.30139941476685;127.32117913754772;199.28161969198598
97.0717106359193;61.09149035870018;133.05193091313842
139.64908811984864;103.66886784262951;175.62930839706777
177.26841563815276;141.28819536093363;213.2486359153719
90.34246667150038;54.36224639428125;126.32268694871951
121.04734432527565;85.06712404805651;157.02756460249478
126.74446343345768;90.76424315623856;162.7246837106768
100.48500054740205;64.50478027018292;136.46522082462118
59.727341624847995;23.74712134762887;95.70756190206711
128.99213928590808;93.01191900868895;164.9723595631272
47.61932757422703;11.639107297007904;83.59954785144615
153.8670953421387;117.88687506491956;189.84731561935783
29.399249956191042;-6.580970321028083;65.37947023341016
100.00149972377628;64.02127944655714;135.9817200009954
132.90710896569854;96.92688868847941;168.88732924291767
63.82822930035134;27.848009023132214;99.80844957757046
121.452680184236;85.47245990701688;157.43290046145512
168.87776437816987;132.89754410095074;204.857984655389
149.58443275040437;113.60421247318524;185.5646530276235
176.37954659962463;140.3993263224055;212.35976687684376
92.76618175367327;56.78596147645414;128.7464020308924
46.240267741746514;10.26004746452739;82.22048801896564
49.004730771995455;13.02451049477633;84.98495104921457
96.74241783703006;60.762197559810936;132.72263811424918
85.94204554856171;49.96182527134258;121.92226582578084
108.53163252700266;72.55141224978354;144.51185280422177
81.73701798464685;45.75679770742773;117.71723826186599
56.67665998278068;20.696439705561552;92.65688025999981
62.48189434212418;26.501674064905053;98.46211461934331
28.12803308123617;-7.852187195982957;64.1082533584553
38.61782903576926;2.6376087585501367;74.5980493129884
24.985917770020066;-10.994302507199059;60.96613804723919
34.03765126462372;-1.9425690125954063;70.01787154184285
41.09334899311328;5.113128715894156;77.0735692703324
57.300126737614136;21.31990646039501;93.28034701483327
146.47442791209735;110.49420763487822;182.4546481893165
136.4109001137873;100.43067983656817;172.39112039100644
84.43970587216049;48.45948559494136;120.41992614937962
133.4981549192778;97.51793464205866;169.47837519649693
178.0217499706572;142.04152969343806;214.00197024787633
5.135177515022548;-30.845042762196577;41.11539779224167
76.574636815101;40.59441653788188;112.55485709232013
183.70713660039252;147.72691632317338;219.68735687761165
63.27343639461694;27.29321611739781;99.25365667183607
162.033257794708;126.05303751748886;198.01347807192712
81.12125270290545;45.141032425686326;117.10147298012458
188.4930958971689;152.51287561994977;224.47331617438803
93.02070528982713;57.04048501260801;129.00092556704627
59.9705771331227;23.990356855903578;95.95079741034183
133.7149458871903;97.73472560997118;169.69516616440944
147.63655936742828;111.65633909020914;183.6167796446474
180.33868676827825;144.35846649105912;216.31890704549738
134.54959899814475;98.56937872092561;170.52981927536388
16.153682810423902;-19.826537466795223;52.13390308764303
121.43971152508335;85.45949124786424;157.41993180230247
130.7413635021112;94.76114322489207;166.72158377933033
164.09590528961186;128.11568501239273;200.076125566831
60.58619449273533;24.605974215516206;96.56641476995446
182.44322393207378;146.46300365485465;218.4234442092929
117.59693557139;81.61671529417089;153.57715584860912
26.486809716477865;-9.49341056074126;62.46702999369699
15.968360977800813;-20.01185929941831;51.94858125501994
76.04433263826702;40.0641123610479;112.02455291548614
46.160391099037724;10.1801708218186;82.14061137625686
29.23120653036817;-6.749013746850956;65.21142680758729
165.56233641231307;129.58211613509394;201.5425566895322
20.073913840579948;-15.906306436639177;56.05413411779907
109.334107183251;73.35388690603187;145.31432746047014
34.19277228024768;-1.7874479969714443;70.17299255746681
190.183562626477;154.20334234925787;226.16378290369613
83.0734331165134;47.093212839294274;119.05365339373253
35.62597919898242;-0.35424107823670425;71.60619947620154
30.451503747548173;-5.528716529670952;66.4317240247673
185.79424382101712;149.814023543798;221.77446409823625
141.53933049925365;105.55911022203452;177.51955077647278
56.6676534611595;20.687433183940378;92.64787373837862
90.25436084145727;54.274140564238145;126.2345811186764
69.63629647287124;33.65607619565211;105.61651675009037
42.07010524912957;6.089884971910443;78.0503255263487
190.5690084299414;154.58878815272226;226.54922870716052
171.08914253572885;135.10892225850972;207.069362812948
93.79081935599137;57.81059907877225;129.7710396332105
55.237335522818206;19.25711524559908;91.21755580003733
2.581976512645298;-33.39824376457383;38.56219678986442
113.28753148977219;77.30731121255306;149.26775176699132
110.04206428988114;74.06184401266202;146.02228456710026
189.29810600925975;153.31788573204062;225.2783262864789
108.4285463455281;72.44832606830897;144.40876662274724
191.5205765159265;155.54035623870737;227.50079679314564
94.50703208610074;58.52681180888161;130.48725236331987
79.73835645481508;43.75813617759595;115.7185767320342
69.6673232545065;33.687102977287374;105.64754353172563
6.3445962759463725;-29.635624001272753;42.3248165531655
72.22422047661641;36.244000199397284;108.20444075383554
115.37313683900186;79.39291656178273;151.353357116221
109.9865322635741;74.00631198635497;145.96675254079324
38.64625726650603;2.6660369892869085;74.62647754372516
175.98747762694592;140.00725734972679;211.96769790416505
154.70890850239567;118.72868822517654;190.6891287796148
105.72288611240151;69.74266583518238;141.70310638962064
39.34940688674825;3.369186609529123;75.32962716396737
26.875725864582662;-9.104494412636463;62.85594614180179
36.16412841942336;0.18390814220423835;72.14434869664248
139.58882725348073;103.6086069762616;175.56904753069986
167.4916599774998;131.51143970028068;203.47188025471894
116.70211357409563;80.72189329687652;152.68233385131475
91.09628498144852;55.116064704229395;127.07650525866765
111.57288841105306;75.59266813383394;147.55310868827218
145.24854519555421;109.26832491833508;181.22876547277335
168.36118001489695;132.3809597376778;204.34140029211608
26.28938146764142;-9.690838809577706;62.269601744860545
19.377983561903804;-16.60223671531532;55.35820383912293
77.32644239796532;41.3462221207462;113.30666267518444
92.75138410726817;56.77116383004904;128.7316043844873
178.50130178987547;142.52108151265634;214.4815220670946
115.44717367152916;79.46695339431002;151.4273939487483
153.3169268570261;117.33670657980696;189.29714713424522
54.540057447461535;18.55983717024241;90.52027772468065
93.02442476787972;57.0442044906606;129.00464504509884
144.83412761066273;108.8539073334436;180.81434788788187
63.6211224596696;27.640902182450475;99.60134273688872
19.384224492656557;-16.595995784562568;55.36444476987568
30.710426406282707;-5.269793870936418;66.69064668350183
155.65014701922476;119.66992674200563;191.6303672964439
46.28919938631512;10.308979109095993;82.26941966353425
140.82837610297298;104.84815582575385;176.8085963801921
110.1598380702103;74.17961779299117;146.14005834742943
36.296670598405285;0.31645032118616;72.27689087562442
128.89691726263334;92.9166969854142;164.87713753985247
113.27984935635715;77.29962907913801;149.26006963357628
29.374659141960194;-6.605561135258931;65.35487941917933
43.66048271772085;7.680262440501728;79.64070299493997
15.302952684018976;-20.67726759320015;51.2831729612381
23.369836941015564;-12.610383336203562;59.35005721823469
101.96200373734419;65.98178346012506;137.94222401456332
140.72912756172957;104.74890728451044;176.7093478389487
191.99485062490373;156.0146303476846;227.97507090212287
155.5884939269404;119.60827364972127;191.56871420415953
104.6677641495312;68.68754387231206;140.64798442675033
80.1084101574499;44.12818988023077;116.08863043466903
17.353217790145976;-18.62700248707315;53.3334380673651
173.5800942702872;137.59987399306806;209.56031454750632
54.59625790896266;18.616037631743538;90.57647818618179
11.95989760920294;-24.020322668016185;47.940117886422065
123.16658526438711;87.18636498716799;159.14680554160623
82.6668315900267;46.68661131280758;118.64705186724584
66.74574052144271;30.765520244223588;102.72596079866184
55.14036745783063;19.160147180611503;91.12058773504975
67.44396745598253;31.463747178763406;103.42418773320165
90.06725446904183;54.0870341918227;126.04747474626095
160.4810037633875;124.50078348616836;196.46122404060662
141.18445821902174;105.2042379418026;177.16467849624087
131.32952429751964;95.34930402030051;167.30974457473877
187.25994910933662;151.27972883211748;223.24016938655575
94.54265928157392;58.56243900435479;130.52287955879305
3.236813369950511;-32.743406907268614;39.217033647169636
22.319627461277236;-13.66059281594189;58.29984773849636
145.6486378015829;109.66841752436378;181.62885807880204
173.00988847611603;137.0296681988969;208.99010875333516
94.04027143401191;58.06005115679279;130.02049171123105
20.616553642861263;-15.363666634357863;56.59677392008039
131.057211779476;95.07699150225687;167.03743205669514
51.633305844267255;15.65308556704813;87.61352612148639
67.32737193658082;31.347151659361693;103.30759221379995
138.4068669874266;102.42664671020748;174.38708726464574
173.81625539208326;137.83603511486413;209.7964756693024
73.55306757353424;37.57284729631511;109.53328785075337
