iteration;train_RMSE;val_RMSE
0;54.90398861716865;55.005376036010695
1;52.4469057594841;52.57595847493241
2;50.115503227246386;50.27332993577383
3;47.91378204968008;48.101676961902015
4;45.8357775244;46.057002490151426
5;43.869346868666454;44.124457988716586
6;42.01253100866579;42.30579538587339
7;40.25784402484712;40.5876375231044
8;38.60893953691511;38.97922724070614
9;37.04187452929626;37.450410708369006
10;35.56854461022088;36.017611622305175
11;34.18671265075062;34.67762689317547
12;32.88127604072385;33.41770372223954
13;31.652769964114974;32.23130255836983
14;30.504908196051137;31.130628849878146
15;29.425760138482772;30.097460352491744
16;28.413777181101608;29.13236503307038
17;27.465253308121564;28.230245926605637
18;26.575638827865234;27.388302067290578
19;25.744543001456755;26.602822376008657
20;24.97097033837341;25.879189797622196
21;24.24793291873614;25.202442795682803
22;23.573115008278172;24.573677100359937
23;22.94670810851601;23.99274030144887
24;22.36142984048396;23.455078356746668
25;21.818965227635626;22.956420468088602
26;21.31546367622309;22.49948072662448
27;20.856334971380477;22.085877409331385
28;20.424112407632183;21.696155568714133
29;20.023911032668636;21.337302948975644
30;19.65519421531439;21.00921604573576
31;19.314336914337385;20.707497990378776
32;18.999078649424074;20.430298163116227
33;18.7093782813779;20.17635857415012
34;18.43984145271246;19.941124183351064
35;18.19549779083805;19.728560077522005
36;17.972181904576463;19.53871725399947
37;17.76407019882778;19.361502076401138
38;17.57386513297579;19.199915897436007
39;17.39760697056764;19.052050162430024
40;17.235844970478386;18.91799126464006
41;17.086358273148516;18.79094681844353
42;16.948106012851223;18.67801389906764
43;16.822991689397554;18.575744124029118
44;16.708849653963473;18.482378793725175
45;16.604892703138404;18.397875136527798
46;16.507461139179487;18.320409922102407
47;16.41965832656197;18.250882725086427
48;16.339203794618825;18.18725685262128
49;16.262775518928184;18.129055340237393
50;16.19137254066159;18.07458083403101
51;16.12775392235323;18.023381474582653
52;16.070866220944986;17.981065314850902
53;16.015622002970762;17.941432712237773
54;15.963787242098377;17.90238524093667
55;15.916762754121468;17.868853256745634
56;15.872670234588677;17.836667464515635
57;15.832041262796434;17.807136697803685
58;15.794530660190656;17.78053696064733
59;15.760970851250002;17.754750848280388
60;15.730498788510562;17.733688586990695
61;15.70344023614178;17.714582472230745
62;15.675722275249479;17.694458519933065
63;15.650158033361691;17.67928510965716
64;15.627085838552999;17.664313287544292
65;15.604505232490489;17.646252938551847
66;15.582383961695031;17.631044617933668
67;15.561908756327034;17.617705345272743
68;15.54323463959202;17.605808706137083
69;15.52612451424196;17.593907317534246
70;15.509523106432223;17.585878704968458
71;15.49259592909886;17.577090551995628
72;15.47841355507997;17.567844632288583
73;15.464050237665864;17.557893268208687
74;15.450554033170848;17.548883658034768
75;15.437604119891315;17.54143325080647
76;15.425908704292697;17.535025021686963
