Artist;Degree_Centrality;Betweenness_Centrality;Closeness_Centrality;Eigenvector_Centrality;Community_ID
Trueno;0.003205128205128205;0.00041105133878589116;0.14835268115343303;0.004262241290422184;87
Thutmose;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248;154
SOYEON;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248;154
Keke Palmer;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248;154
Duckwrth;0.003205128205128205;0.0;0.15638763482224513;0.008824619599318248;154
Lauv;0.003205128205128205;0.0019286487451585929;0.1465425423382983;0.00022270017927093996;154
Paloma Mami;0.003205128205128205;0.002537553249764316;0.15191532115913417;0.011618950927414341;80
Snoop Dogg;0.003205128205128205;0.0012721555199120748;0.15039892503141142;0.0002974432642034778;8
Zara Larsson;0.003205128205128205;0.0017089165314630545;0.16939862569972955;0.0014018745424116414;84
Sa4;0.003205128205128205;0.0;0.12129655692667987;1.1354126273711919e-05;22
Jos Brothers;0.003205128205128205;0.001772450334394625;0.1792942615584329;0.021729857698128404;155
Sheck Wes;0.003205128205128205;8.054899166780494e-05;0.13758892195302622;9.987711326198263e-05;5
LX;0.003205128205128205;0.0;0.12129655692667987;1.135412627371192e-05;22
Nas;0.003205128205128205;0.0021484937827314387;0.15893710719660087;0.0005972028794161636;130
Amezzy;0.003205128205128205;8.46544694518552e-06;0.16306534374716192;0.029012290713287908;6
Diane Guerrero;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13;74
Nile Rodgers;0.003205128205128205;0.0015510132096059211;0.1807017176020665;0.022188908838042178;22
Demi Lovato;0.003205128205128205;0.001943725547066686;0.16754914616317768;0.0034254133349176496;6
Finneas O'Connell;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
4*TOWN (From Disney and Pixar's Turning Red);0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
Mc Zaac;0.003205128205128205;0.0002565255068339587;0.185723459642106;0.016443595817430837;84
SRNO;0.003205128205128205;0.0027976513544185127;0.10547258201897378;1.0558873094125166e-06;22
Felix Jaehn;0.003205128205128205;4.934129372872157e-06;0.003205128205128205;1.522704078810465e-16;165
Neo Beats;0.003205128205128205;7.4011940593082346e-06;0.0032967032967032967;1.7469476311238453e-16;78
Adassa;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13;74
Carolina Gaitán - La Gaita;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13;74
Liam Payne;0.003205128205128205;0.004322151242296732;0.1888555325713484;0.012341753515023509;164
Mauro Castillo;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13;74
MERO;0.003205128205128205;0.001894655839492273;0.11862268493030016;7.020139315875648e-06;22
Rhenzy Feliz;0.003205128205128205;0.0;0.0032967032967032967;2.509537518405872e-13;74
Digital Farm Animals;0.003205128205128205;0.0006636892665101063;0.15255855613458705;0.000901273378751431;161
Travis Barker;0.003205128205128205;0.001956754172780598;0.17840647511799287;0.013724880176646964;171
Guilherme & Benuto;0.003205128205128205;0.0003910189838669762;0.1121529404416128;2.2180047114765202e-05;85
Os Barões Da Pisadinha;0.003205128205128205;0.0009719138391364174;0.13185331375068846;0.00021500902912824382;85
Booba;0.003205128205128205;0.0030050947190381435;0.1121529404416128;4.298745047047606e-06;126
Vishal-Shekhar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13;25
Vishal Dadlani;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13;25
Sukriti Kakar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13;25
Shekhar Ravjiani;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13;25
Kumaar;0.003205128205128205;0.0;0.0034900284900284896;3.1228378604665076e-13;25
Rusherking;0.003205128205128205;0.0;0.15306576965701457;0.008367783979331371;87
blackbear;0.003205128205128205;0.0020795035458380587;0.14999060215802298;0.0002341195408552871;2
Marília Mendonça;0.003205128205128205;0.004275437786502467;0.15860250276039747;0.003310145805337001;85
Lil Duke;0.003205128205128205;5.2352123859756384e-05;0.16846881010837098;0.0017328329096942586;5
Topher Ngo;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
Guaya;0.003205128205128205;8.15564275345922e-05;0.16805882719997503;0.04278914382270118;155
Grayson Villanueva;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
Jordan Fisher;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
Josh Levi;0.003205128205128205;0.0;0.003205128205128205;2.1703763607510526e-13;79
KEVVO;0.003205128205128205;0.0;0.1631616611386251;0.0275238278583146;80
Jowell & Randy;0.003205128205128205;0.0005814631381718072;0.18643376308730641;0.030498429426000343;6
Capo Plaza;0.002564102564102564;0.0;0.11364482678594033;1.787651722915302e-05;141
Lennon Stella;0.002564102564102564;0.0008278542726233621;0.15547806321258478;0.0008072139137995979;8
PARTYNEXTDOOR;0.002564102564102564;0.0002550302378067114;0.1674475807078353;0.001555885818678602;5
Dylan;0.002564102564102564;0.0;0.11364482678594033;1.787651722915302e-05;141
Los Legendarios;0.002564102564102564;0.0;0.16898411030242186;0.03408644236906887;6
Megan Thee Stallion;0.002564102564102564;0.0019932991665196696;0.17093607197258184;0.0020115982122547267;154
G Herbo;0.002564102564102564;0.00014652166939929643;0.1716441750047798;0.002070374037926065;164
Alex Rose;0.002564102564102564;3.6156465805630064e-06;0.16358035470254184;0.02525062697346607;80
DJ Ivis;0.002564102564102564;0.0008298725898148395;0.1318113690031934;0.00020523107608419838;85
Alessia Cara;0.002564102564102564;0.0016822240954881683;0.16465290620367115;0.0012960489813269001;2
TATOOL;0.002564102564102564;0.00027025310149447437;0.14646484215678277;0.003027362579589605;87
Mark Morrison;0.002564102564102564;0.0005201548425061525;0.15472331533291203;0.0004446107088838233;130
Noriel;0.002564102564102564;2.6165621381976192e-05;0.16201330927137378;0.024855313901729674;14
PEDRO SAMPAIO;0.002564102564102564;0.013967917194344273;0.15902860812187236;0.003301869550259516;70
SAINt JHN;0.002564102564102564;0.0008381800694535022;0.14974667092935975;0.00027577438997149906;5
Riton;0.002564102564102564;2.4670646864360785e-06;0.002564102564102564;5.191897235292594e-17;75
NEIKED;0.002564102564102564;0.0018675679676321113;0.13560760545296627;6.90939891459169e-05;5
KitschKrieg;0.002564102564102564;9.759569726872276e-05;0.12278827632583744;1.346003804371892e-05;22
Murda Beatz;0.002564102564102564;0.0003277767187485292;0.16613834741841957;0.002138242366242049;130
Jaira Burns;0.002564102564102564;0.0;0.11251840827197243;4.9956569616164e-06;154
P!nk;0.002564102564102564;0.0018675679676321113;0.1473502981726666;0.001122894491959007;161
SUGA;0.002564102564102564;0.0010690595670007257;0.1661050464868865;0.0013055517344958611;8
Milly;0.002564102564102564;0.0;0.16081856722745524;0.01839960878402887;6
Rita Ora;0.002564102564102564;0.000676491779116385;0.16329026146267525;0.0035344838366675826;164
Piso 21;0.002564102564102564;0.005592445821462953;0.15976442585754327;0.008286482633431813;154
NAV;0.002564102564102564;4.3327003171556564e-05;0.15739754547446855;0.0007262421348635056;130
iann dior;0.002564102564102564;0.001028485632418327;0.15820887302846065;0.0011796645820237603;171
Tainy;0.002564102564102564;0.00011131180373959492;0.1734766750937988;0.025089705359760968;6
Cali Y El Dandee;0.002564102564102564;0.0018725829207006715;0.14364674586983478;0.007461166809937382;155
Saweetie;0.002564102564102564;0.0005756947486860454;0.15191532115913417;0.0003302045149377766;154
Ninho;0.002564102564102564;0.000951327554919601;0.10983407248814801;4.658211567535536e-06;126
Grey;0.002564102564102564;0.0009437069840681622;0.1295043095676007;5.3055674815478114e-05;149
Maren Morris;0.002564102564102564;0.0010759515768614687;0.13187429613670862;5.922017534202374e-05;149
MC Kevin o Chris;0.002564102564102564;0.0009341951612637949;0.11096653413538791;2.0054304374501838e-05;70
Dreamville;0.002564102564102564;0.0;0.13547459161730863;6.657037051648308e-05;5
V;0.002564102564102564;5.2317215452053693e-05;0.17136023096010689;0.002364475096453036;5
tha Supreme;0.002564102564102564;0.0004717575917062768;0.11381651928623499;9.354167533034182e-06;141
Victor Cardes;0.002564102564102564;0.0018667456127366326;0.16060040250447224;0.010558700003301072;148
KC Rebell;0.002564102564102564;2.3593753548852975e-05;0.12300698781699228;2.8914762663307397e-05;22
Becky Hill;0.002564102564102564;0.003688005552783582;0.15781719232966615;0.0029071360752352072;154
bj wnjn;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07;16
Omega Sapien;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07;16
Mudd the student;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07;16
Balming Tiger;0.002564102564102564;0.0;0.10195596418837068;5.128109413131537e-07;16
Kenny Mason;0.002564102564102564;0.0;0.13547459161730863;6.657037051648308e-05;5
Daniel Caesar;0.002564102564102564;0.0018675679676321113;0.15556562360110324;0.0010790773079838358;164
Dr. Dre;0.002564102564102564;0.0018667456127366326;0.14427194932504822;0.00016624586076137462;8
L7NNON;0.002564102564102564;8.223548954786928e-07;0.002564102564102564;1.8046967278003836e-16;59
DJ Biel do Furduncinho;0.002564102564102564;8.223548954786928e-07;0.002564102564102564;1.8046967278003836e-16;59
Felipe Origil;0.002564102564102564;0.0013951250801796022;0.13075072213996164;0.00018259154539367704;70
Lunay;0.002564102564102564;0.0;0.14819350445691648;0.013910956685464467;80
PnB Rock;0.002564102564102564;0.0005658581950137841;0.1596105695152305;0.0007146646540730689;130
WILLOW;0.002564102564102564;0.0019146444583834925;0.15778714335930633;0.0014453362400070485;35
Lazza;0.002564102564102564;0.010517987642747103;0.13411524145057077;0.00014780546879624478;141
Alesso;0.002564102564102564;0.0026464130813618893;0.17475708075138693;0.004398455983874251;84
Lexie Liu;0.002564102564102564;0.0;0.11251840827197243;4.9956569616164e-06;154
Alok;0.002564102564102564;0.0018667456127366322;0.09720798556282426;5.967469946664727e-07;70
Fedez;0.002564102564102564;0.002800118419104949;0.09863104938384633;9.909765989028636e-07;141
Gryffin;0.002564102564102564;0.00013154464914502654;0.13867103027494593;8.351419221715224e-05;84
Eslabon Armado;0.002564102564102564;0.0009391292906366671;0.12986962496835558;0.0004667283256701596;0
Juju;0.002564102564102564;0.0001584390483832927;0.1231166360010514;1.7578648600399195e-05;22
Tchakabum;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15;52
Lola Indigo;0.002564102564102564;0.0006257689732386212;0.1397467246076015;0.0018353857501123693;87
MC Kevinho;0.002564102564102564;0.003731024160786829;0.15826930422518656;0.003300577378659616;84
Mari Ferndez;0.002564102564102564;0.0005032674901180354;0.13158114908273688;0.00019442580834336785;85
Tate McRae;0.002564102564102564;0.0009069161208972886;0.1598568821225071;0.0012719624031817844;164
Matheus & Kauan;0.002564102564102564;0.005493536290521538;0.15869361871372595;0.0033030165022482462;84
Fetty Wap;0.002564102564102564;0.0006398877684695108;0.15739754547446855;0.0009353839912877235;130
Lali;0.002564102564102564;0.0;0.16788858932801395;0.017995929752198235;14
Luis R Conriquez;0.002564102564102564;0.0009350175161592736;0.1297679418921198;0.00046347747977543217;0
Rich The Kid;0.002564102564102564;0.0037269123863094356;0.16354807123013163;0.005534013812846317;26
Lil Pump;0.002564102564102564;0.0010152941229312961;0.15026257061161866;0.000593050966239327;130
Matuê;0.002564102564102564;0.002798062531866252;0.13372568612604113;0.0002892279570161759;26
Huncho Jack;0.002564102564102564;8.634726402526274e-07;0.16296914000453824;0.0016734289572469178;164
Mari Fernandez;0.002564102564102564;0.0005032674901180354;0.13158114908273688;0.00019442580834336785;85
Bing Crosby;0.002564102564102564;4.1117744773934636e-06;0.002564102564102564;7.565388374349118e-19;42
Big One;0.002564102564102564;0.0018667456127366326;0.12066075668652837;0.000148319079000333;87
Kalazh44;0.002564102564102564;0.0;0.14062414337740994;9.902341981838427e-05;22
Coldplay;0.002564102564102564;0.0010813308545553541;0.15683158155243695;0.00032797675172322447;8
Keala Settle;0.002564102564102564;2.7411829849289757e-07;0.11144406628874085;6.902788645855354e-06;161
Mc RF;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15;52
Ana Castela;0.002564102564102564;0.00039127743826267023;0.11182000768089015;1.159190743751376e-05;85
Snova;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709;155
Elley Duhé;0.002564102564102564;0.0010926505349451465;0.13068886247012726;5.6498025508026355e-05;149
Tems;0.002564102564102564;0.001316149019537205;0.17196473893402717;0.002024861878849493;5
Farid Bang;0.002564102564102564;0.0009341951612637949;0.15481002744686662;0.0009533369496816337;126
Ella Eyre;0.002564102564102564;0.0009341951612637949;0.1486187368943825;0.0003787486661898662;3
Sigala;0.002564102564102564;0.0009341951612637949;0.1486187368943825;0.0003787486661898662;3
Mark Ronson;0.002564102564102564;0.001054872039330417;0.15948769763723572;0.0013066723245059855;161
Kid Trunks;0.002564102564102564;0.0;0.13618702989697237;6.017336430925862e-05;130
KIDS SEE GHOSTS;0.002564102564102564;0.0018720819192028536;0.15094682639764606;0.0004884890724674943;2
Flyboy Tarantino;0.002564102564102564;0.0;0.13618702989697237;6.017336430925862e-05;130
MC Fioti;0.002564102564102564;0.0;0.19011196992958865;0.014428487269232898;5
Noah Cyrus;0.002564102564102564;0.00037606762467879356;0.14414647363421063;0.0007673024519856556;161
Stars Music Chile;0.002564102564102564;0.0;0.1445992107700361;0.004543974762266353;87
Standly;0.002564102564102564;0.0;0.1445992107700361;0.004543974762266353;87
Skrillex;0.002564102564102564;0.002157099822064333;0.1785217744340967;0.011350758353976408;6
B-Case;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709;155
Dj LK da Escócia;0.002564102564102564;0.0;0.0031410256410256405;9.456597322425528e-15;52
Belinda;0.002564102564102564;0.0;0.16138229346116395;0.004679889478037709;155
Michael Bublé;0.002564102564102564;1.3980033223137777e-05;0.0031410256410256405;3.9778998708085267e-19;144
Will Smith;0.002564102564102564;6.575635160410094e-05;0.167684758584192;0.025821142587908158;6
The Kid LAROI;0.002564102564102564;0.0003310039529293451;0.17175089677162214;0.0025018267334929907;164
No I.D.;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973;2
Salmo;0.002564102564102564;0.0009156921761155244;0.11364482678594033;8.265005663201163e-06;141
Macklemore;0.002564102564102564;2.4670646864360785e-06;0.002564102564102564;5.191897235292591e-17;4
Lana Del Rey;0.002564102564102564;0.0019520483337107481;0.1576370699872697;0.0011526822882344425;164
Quality Control;0.002564102564102564;0.00020996169840608897;0.16530980987893015;0.0014652611055811027;154
Muni Long;0.002564102564102564;0.0;0.14510559918106758;0.00016361071377513276;15
JVKE;0.002564102564102564;0.0;0.14510559918106758;0.0001636107137751328;15
Childish Gambino;0.002564102564102564;0.0003457861881675626;0.1455899643223958;0.0002926494385619399;154
Cheat Codes;0.002564102564102564;0.00279929606420947;0.1576370699872697;0.0029082154412596803;154
Meghan Trainor;0.002564102564102564;0.0005184157635620517;0.14864539496378062;0.0003792564923807636;164
Big Lenbo;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973;2
Black Thought;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973;2
Chuck D;0.002564102564102564;0.0;0.143621850419944;0.00011929273514267973;2
KayBlack;0.002564102564102564;3.289419581914771e-06;0.002564102564102564;3.0426058682288686e-18;19
OneRepublic;0.0019230769230769232;0.0008503555587161775;0.14966553673886163;0.00017081754425774098;84
Joyner Lucas;0.0019230769230769232;0.0019696087279595796;0.1636126509226213;0.0005871650822573723;2
Gorillaz;0.0019230769230769232;0.0018667456127366326;0.16554096622514522;0.013331088646204341;6
Daft Punk;0.0019230769230769232;5.334544456069431e-05;0.16936400509361882;0.0031795462127104032;164
Gabito Ballesteros;0.0019230769230769232;2.3300055371896293e-06;0.1298085960092539;0.0004673025076970373;0
Emilia;0.0019230769230769232;0.0029208710964423725;0.1437963000040043;0.0025467761621138303;87
CKay;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19;81
Mainstreet;0.0019230769230769232;4.1117744773934636e-06;0.002564102564102564;8.528562272703306e-17;78
Coi Leray;0.0019230769230769232;0.0018667456127366326;0.15979523272716487;0.002928937553712334;2
Regard;0.0019230769230769232;4.260839081606834e-05;0.13972316252285902;0.00024828007457754203;154
N.E.R.D;0.0019230769230769232;0.0001376754604202187;0.16640523632993512;0.0012814184716920937;5
Kim Petras;0.0019230769230769232;0.001742822441398799;0.1666059664099471;0.0009784736069353608;154
The-Dream;0.0019230769230769232;0.00014492602808912426;0.16016584401296421;0.0006998494149474771;130
Ellie Goulding;0.0019230769230769232;0.0017536390927758668;0.1568612676363954;0.00036406732967900283;84
Shirin David;0.0019230769230769232;0.0009341951612637949;0.09109575430615334;2.1127984635449554e-08;22
Wiz Khalifa;0.0019230769230769232;0.0006845215811913455;0.16877761240795863;0.0011884344082520176;84
Landon Barker;0.0019230769230769232;0.0;0.16252168600178013;0.0010991769896884552;5
BM;0.0019230769230769232;0.0;0.12346514852846795;0.00016817353426081785;87
j-hope;0.0019230769230769232;0.0066266984246773075;0.13551890055978363;5.4584837640862296e-05;5
Kehlani;0.0019230769230769232;0.0005662101239024564;0.15712894898048482;0.0010648796462271925;164
Kali Uchis;0.0019230769230769232;0.0018667456127366326;0.14477604418642154;0.000266577806846279;22
Natanael Cano;0.0019230769230769232;2.1244168133199564e-06;0.12982893262150663;0.0004987350080540484;0
Ice Spice;0.0019230769230769232;0.0010793905744481956;0.16053817840431556;0.0010142783000244313;35
Kawe;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19;107
DJ Bel da CDD;0.0019230769230769232;0.0;0.0020512820512820513;1.5534935063806913e-16;59
Os Hawaianos;0.0019230769230769232;0.0;0.0020512820512820513;1.5534935063806913e-16;59
Teto;0.0019230769230769232;4.111774477393464e-07;0.11304025056923707;1.6631275833535768e-05;26
Apache 207;0.0019230769230769232;0.0018675679676321113;0.10524486625896329;7.425689386833761e-07;22
KSI;0.0019230769230769232;0.0010919083339635076;0.16287304970972422;0.0013866853423118615;164
Capo;0.0019230769230769232;0.0;0.15478111261170655;0.0009509010655686133;126
Selena Gomez;0.0019230769230769232;0.00115793346518678;0.1538900792800514;0.00040632451478101334;2
Nick Jos;0.0019230769230769232;0.00011108079321508987;0.13995914151715536;0.00034332486117515256;154
Yuri Redicopa;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;23
Mc Pelé;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;23
Dopamine;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17;75
Mufasa & Hypeman;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17;75
Nightcrawlers;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661037e-17;75
MC Menor MT;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;23
DJ Jeeh FDC;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;23
Mr Eazi;0.0019230769230769232;0.0002686974182985375;0.18456527325681;0.02485046614995841;6
Little Mix;0.0019230769230769232;0.0006417038128093798;0.1559755461929375;0.0005747038969280666;6
JACKBOYS;0.0019230769230769232;0.0003355780810641697;0.15606366797044763;0.000673845983581302;5
Jessie Reyez;0.0019230769230769232;0.00028128344569203586;0.14982789313380526;0.00031422570330055387;154
Jennifer Lopez;0.0019230769230769232;0.0003998810168774554;0.17714794290788305;0.010023662398250265;164
Bagua Records;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16;78
Xamã;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16;78
Rae Sremmurd;0.0019230769230769232;0.00018660652075766875;0.15515785001368226;0.0004262818098126595;164
CORPSE;0.0019230769230769232;2.4670646864360785e-06;0.0019230769230769232;9.024419872502271e-21;118
Dj Guuga;0.0019230769230769232;8.758079636848078e-06;0.1315602598703091;0.00020483604410187126;85
Bvga Beatz;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;7
Wolftyla;0.0019230769230769232;0.0;0.09752831316030092;5.52072504078455e-07;154
Morgan Wallen;0.0019230769230769232;0.0018675679676321113;0.15160960060795406;0.0003919798184465241;5
Lorde;0.0019230769230769232;0.0;0.16647209259202025;0.001549930109857508;2
Myd;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;97
DJ Gege;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;91
DJ Kaioken;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;91
DJ Nikolas Alves Exclusive;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;91
MC Levin;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;91
Kyla;0.0019230769230769232;4.268769502893939e-06;0.1538329454098899;0.0006275398824997803;5
Trey Songz;0.0019230769230769232;0.0;0.15366179805731076;0.000580835460382737;2
Maes;0.0019230769230769232;0.0004002272417713052;0.11031657041042026;4.629087692303808e-06;126
KronoMuzik;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;97
Christian Nodal;0.0019230769230769232;0.0037302018058913504;0.13122693221268042;0.0004314911473466449;154
DJ Patrick Muniz;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;94
Dj Olliver;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;94
Mc Renn;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;94
Mc Topre;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;94
Ryan Lewis;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17;4
Migrantes;0.0019230769230769232;1.6447097909573855e-06;0.0019230769230769232;2.0645169797327848e-19;10
AFROJACK;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504;15
Nayer;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504;15
Ne-Yo;0.0019230769230769232;0.0;0.1341586655209773;0.0006189592624438504;15
Gunna;0.0019230769230769232;0.0;0.1482465253887436;0.00041026966755394474;130
Blessd;0.0019230769230769232;0.0004410501163417711;0.15787732461860868;0.014928853282724199;80
Veigh;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;7
Supernova Ent;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;7
Prod Malax;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;7
Adriano Rhod;0.0019230769230769232;1.1512968536701697e-06;0.0974480335045951;3.5037269654565464e-06;85
Pabllo Vittar;0.0019230769230769232;0.001258258866022934;0.16220357739735308;0.003520236979581712;84
Bea Miller;0.0019230769230769232;0.0;0.09752831316030092;5.52072504078455e-07;154
The Game;0.0019230769230769232;0.001018973213175617;0.16452215146378338;0.0008538852542299248;130
Poo Bear;0.0019230769230769232;0.00010733930582929297;0.16047600250253233;0.0016627432947326692;6
YTB Trench;0.0019230769230769232;0.0;0.16163410901561867;0.0009960849604641762;5
070 Shake;0.0019230769230769232;0.0003515851102887801;0.14334856891940442;0.0001940287322538644;154
LIT killah;0.0019230769230769232;0.0;0.14974667092935975;0.003931659303439252;87
Don Omar;0.0019230769230769232;0.0009341951612637949;0.16564023124586785;0.015556373354460357;80
DJ Matt D;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;88
MC GP;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;88
Menor MC;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;88
Vulgo FK;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;88
Daniel Everidge;0.0019230769230769232;0.0;0.1114290812052006;6.578778571988737e-06;161
sped up nightcore;0.0019230769230769232;4.111774477393464e-07;0.1491000498242312;0.000319035988812904;164
Juliander;0.0019230769230769232;0.0;0.14036214040025016;0.0006610796087177572;161
Tory Lanez;0.0019230769230769232;7.157963840450221e-05;0.165079298191848;0.0016615938200277675;130
The Beach Boys;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;122
Sweet;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;122
Mark Linett;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;122
Larry Walsh;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;122
Macklemore & Ryan Lewis;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17;4
Calum Scott;0.0019230769230769232;0.0009341951612637949;0.1364786029188203;7.030450244887248e-05;30
Ray Dalton;0.0019230769230769232;0.0;0.0020512820512820513;4.7801794355661006e-17;4
Malik Monta;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08;22
Trei Degete;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;97
The Plug;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08;22
Squeezie;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;97
Bastille;0.0019230769230769232;0.00279929606420947;0.15116710633401623;0.0003902930037290392;2
DaChoyce;0.0019230769230769232;0.0;0.09216973383640051;6.158755114226224e-08;22
Gustah;0.0019230769230769232;0.0;0.002307692307692308;1.362765809768138e-16;78
6LACK;0.0019230769230769232;0.0009341951612637949;0.1632580923804328;0.0010996310410121112;2
Tropkillaz;0.0019230769230769232;0.0;0.18217148316620727;0.01532604273749817;84
Sky Rompiendo;0.0019230769230769232;0.0;0.1877431075947161;0.012881245667287426;22
Zu;0.0019230769230769232;6.030602566843747e-06;0.1054457407969305;1.6452720358391067e-06;22
ILLENIUM;0.0019230769230769232;5.5814018703560874e-05;0.1362990258097166;0.00010069655080022268;8
The Cratez;0.0019230769230769232;1.531538093436746e-05;0.1215812906283857;9.206201820554192e-06;22
Blxst;0.0019230769230769232;0.0009681061395547166;0.16387148050683745;0.0011035081082078216;84
Stun 4 Vegas;0.0019230769230769232;0.0;0.14966553673886163;0.0002276901712757837;5
Preme;0.0019230769230769232;0.0;0.16047600250253233;0.0009021558732421328;164
Captain Cuts;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16;165
Seth Rogen;0.0019230769230769232;0.0;0.12938299405512518;5.308058885156213e-05;154
Billy Eichner;0.0019230769230769232;0.0;0.12938299405512518;5.308058885156213e-05;154
Burna Boy;0.0019230769230769232;0.0010456074647218485;0.15851149137778825;0.0008784772181206655;5
Mc Davi;0.0019230769230769232;0.0004504997176581525;0.11154907483148162;9.52884606282629e-06;70
Georgia Ku;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16;165
Martin Solveig;0.0019230769230769232;2.8782421341754247e-06;0.1328254651263146;8.428335601172633e-05;154
NOTD;0.0019230769230769232;0.0;0.0022893772893772895;1.206768726080174e-16;165
Shindy;0.0019230769230769232;0.0027976513544185127;0.10405550940771935;3.8210737579984313e-07;22
Mason Ramsey;0.0019230769230769232;0.0;0.15881526962879972;0.0008687572597179475;130
Kierra Sheard;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097;164
En Vogue;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097;164
Ari Lennox;0.0019230769230769232;0.0;0.1458461944602388;0.00041855239956177097;164
Dzeko;0.0019230769230769232;0.0;0.16047600250253233;0.0009021558732421328;164
Alicia Keys;0.0019230769230769232;0.00013029681228819917;0.15814848796241926;0.0006364922627552402;130
Playboi Carti;0.0019230769230769232;0.0009341951612637949;0.15588752387567287;0.0005936031109319352;164
Normani;0.0019230769230769232;0.0;0.1518596439294625;0.0006193924221785554;5
Yoko Ono;0.0019230769230769232;0.0;0.0019230769230769232;2.900863885677339e-17;40
Sodré;0.0019230769230769232;0.0;0.11095167718879058;2.000316074950216e-05;70
